"","Shrub_ID","D1","D2","H","Volume","S.density grouping","Canopy","Skat.2013","Skat.2014","X","Y","RDM.2013","RDM.2014","Shrub.density","Dx","Burrows","Trails","newcolumn","lat","lng"
"663",664,2.9,1.88,0.96,2.74,5,5,0,0,696470.3,4063691,2.898159,5.47638,0.005218,NA,NA,NA,-120.800681630154,36.6985907922443,-120.800681630154
"664",665,2.89,2.26,1.45,4.96,5,9,0,0,696473.6,4063684,4.070323,5.616706,0.004961,NA,NA,NA,-120.800646511345,36.6985270523803,-120.800646511345
"665",666,2.34,2.25,1,2.76,5,6,0,0,696479.4,4063682,8.660722,5.354199,0.00499,NA,NA,NA,-120.800582142191,36.6985078367689,-120.800582142191
"666",667,1.93,2.54,1.39,3.57,7,7,0,0,696490.1,4063668,8.715583,4.044645,0.00239,NA,NA,NA,-120.800466039629,36.6983795092558,-120.800466039629
"667",668,2.94,3.52,1.72,9.32,7,6,0,0,696564.1,4063587,16.18324,6.646271,0.005096,NA,NA,NA,-120.799659033751,36.6976345397436,-120.799659033751
"668",669,4.62,5.02,1.73,21.01,4,7,0,0,696558,4063591,15.71901,6.127442,0.006169,NA,NA,NA,-120.799726244202,36.6976718343231,-120.799726244202
"669",670,2.78,2.72,0.79,3.13,4,4,0,0,696556.3,4063596,16.29,5.371457,0.005923,NA,NA,NA,-120.799743977099,36.6977172270552,-120.799743977099
"670",671,4.04,4.26,1.74,15.68,4,4,0,0,696547.1,4063585,9.140238,5.63922,0.007391,NA,NA,NA,-120.799849718417,36.697620039358,-120.799849718417
"671",672,3.56,4.32,1.92,15.46,4,5,0,0,696556.1,4063580,10.73823,5.803563,0.006546,NA,NA,NA,-120.799750323873,36.6975731368276,-120.799750323873
"672",673,4.26,2.66,1.53,9.08,4,3,0,0,696539.9,4063576,13.2404,6.134645,0.00774,NA,NA,NA,-120.7999325728,36.6975404543904,-120.7999325728
"673",674,2.75,3.52,1.05,5.32,4,3,0,0,696535.3,4063571,18.22702,7.052832,0.007804,NA,NA,NA,-120.799985314845,36.6974963645748,-120.799985314845
"674",675,3.36,3.56,0.69,4.32,4,4,0,0,696541.2,4063568,18.16766,5.939521,0.007636,NA,NA,NA,-120.799920084891,36.6974681197297,-120.799920084891
"675",676,2.81,3.98,0.98,5.74,4,2,0,0,696534.5,4063563,17.11103,6.006208,0.006937,NA,NA,NA,-120.799996318543,36.6974244642075,-120.799996318543
"676",677,2.83,2.94,1.58,6.88,4,6,0,0,696532.6,4063562,17.62427,6.094005,0.006917,NA,NA,NA,-120.800017829703,36.6974158489059,-120.800017829703
"677",678,3.22,3.47,1.94,11.35,4,5,0,0,696529.2,4063568,18.28372,6.295144,0.007111,NA,NA,NA,-120.80005432298,36.6974706013854,-120.80005432298
"678",679,4.28,3.76,1.9,16.01,4,5,0,0,696523.7,4063563,18.25022,6.333295,0.007057,NA,NA,NA,-120.80011713276,36.6974266976249,-120.80011713276
"679",680,3.74,3.9,1.03,7.87,4,7,0,0,696526.8,4063559,18.28389,6.287068,0.006338,NA,NA,NA,-120.800083481806,36.6973900236561,-120.800083481806
"680",681,2.42,2.54,0.87,2.8,7,7,0,0,696530.6,4063556,16.38345,5.841348,0.005337,NA,NA,NA,-120.800041743534,36.6973622131463,-120.800041743534
"681",682,5.15,5.08,1.97,26.99,7,5,0,0,696524,4063544,16.14152,5.731465,0.004027,NA,NA,NA,-120.800118655931,36.697255479269,-120.800118655931
"682",683,5.1,5.35,1.75,25,7,6,0,0,696501,4063552,16.80503,6.945409,0.003108,NA,NA,NA,-120.800373890819,36.6973323010216,-120.800373890819
"683",684,1.4,1.55,0.92,1.05,4,6,0,0,696516.6,4063569,16.80503,6.704123,0.006592,NA,NA,NA,-120.800195016203,36.6974822151888,-120.800195016203
"684",685,5.45,3.6,2.49,25.58,4,6,0,0,696509.4,4063578,11.10025,6.53914,0.005653,NA,NA,NA,-120.800273248072,36.6975647780664,-120.800273248072
"685",686,3.13,2.85,1.08,5.04,7,5,0,0,696503.6,4063582,9.5,6.987079,0.003318,NA,NA,NA,-120.80033710282,36.6976020102755,-120.80033710282
"686",687,4.05,5.26,1.49,16.62,7,6,0,0,696503.7,4063586,9.23443,7.010277,0.003477,NA,NA,NA,-120.800334957075,36.6976380225109,-120.800334957075
"687",688,4.06,3.46,1.47,10.81,4,3,0,0,696518,4063575,14.5286,6.57595,0.006613,NA,NA,NA,-120.800177814347,36.6975359750529,-120.800177814347
"688",689,3.93,2.89,1.55,9.22,4,5,0,0,696526.8,4063585,16.76471,5.456618,0.007375,NA,NA,NA,-120.800076804963,36.6976242375529,-120.800076804963
"689",690,4.07,2.93,1.81,11.3,4,4,0,0,696522.1,4063590,12.57546,6.368989,0.00658,NA,NA,NA,-120.800128097671,36.6976702506215,-120.800128097671
"690",691,2.57,2.26,1.25,3.8,4,6,0,0,696535,4063587,11.81427,5.856614,0.00806,NA,NA,NA,-120.799984561789,36.6976405582345,-120.799984561789
"691",692,3.74,3.18,1.49,9.28,4,2,0,0,696534.8,4063590,11.61685,6.325636,0.007868,NA,NA,NA,-120.799986028654,36.6976676242737,-120.799986028654
"692",693,2.53,2.93,1.56,6.05,4,8,0,0,696537.2,4063590,10.2908,6.462524,0.007671,NA,NA,NA,-120.799959180967,36.697667127937,-120.799959180967
"693",694,3.79,5.14,1.53,15.61,4,5,0,0,696549.8,4063598,14.70381,6.355827,0.005892,NA,NA,NA,-120.799816175952,36.6977365878693,-120.799816175952
"694",695,3.7,3.8,2,14.72,4,9,1,0,696538,4063614,17.68744,8.54566,0.00557,5.11,3,4,-120.799944068067,36.6978831599042,-120.799944068067
