count,shrub_cov_20m,shrub_cov_30m,shrub_cov_40m,shrub_cov_50m
604,0.143571,0.2732,0.0715579,0.101024
605,0.143547,0.1992,0.119263,0.0640851
606,0.143545,0.1568,0.0659323,0.0391711
607,0.143503,0.1724,0.200272,0.113049
608,0.143483,0.112,0.161568,0.195388
609,0.143373,0.042,0.130289,0.161941
610,0.143323,0.0784,0.351489,0.0981078
611,0.143304,0.0848,0.171244,0.0780542
612,0.14326,0.1392,0.0216024,0.0909433
613,0.143183,0.1248,0.091135,0.1016
614,0.142913,0.2032,0.0951855,0.147972
615,0.142861,0.1464,0.195997,0.176486
616,0.1428,0.1016,0.135915,0.146172
617,0.142695,0.1048,0.18047,0.133463
618,0.142646,0.0752,0.0859595,0.162841
619,0.142583,0.0956,0.0630069,0.197548
620,0.142505,0.0904,0.2248,0.181635
621,0.142497,0.0824,0.262154,0.129718
622,0.14249,0.1516,0.204773,0.0705656
623,0.142427,0.1012,0.191496,0.0422674
624,0.142373,0.088,0.426872,0.0761461
625,0.142298,0.2216,0.342938,0.087199
626,0.142091,0.2972,0.302883,0.0618169
627,0.142005,0.2,0.225475,0.0821226
628,0.142003,0.1972,0.125114,0.0945075
629,0.14194,0.17,0.0963106,0.131951
630,0.141892,0.1724,0.121063,0.172382
631,0.141801,0.1032,0.13929,0.137603
632,0.141793,0.1084,0.181145,0.0925994
633,0.141752,0.036,0.0598566,0.0847508
634,0.141685,0.05,0.0627819,0.107109
635,0.141448,0.0592,0.187671,0.15168
636,0.141376,0.066,0.109362,0.160033
637,0.141358,0.0556,0.0515307,0.117837
638,0.140723,0.218,0.104186,0.0706016
639,0.140661,0.114,0.113187,0.0333387
640,0.140511,0.1036,0.208148,0.037119
641,0.140404,0.1388,0.111612,0.0529602
642,0.140395,0.1412,0.0742582,0.0479918
643,0.140346,0.1584,0.124889,0.0567765
644,0.140307,0.066,0.151667,0.104696
645,0.140296,0.0632,0.154592,0.114873
646,0.140221,0.2244,0.13569,0.118989
647,0.140042,0.1108,0.132315,0.141059
648,0.139987,0.1352,0.116338,0.166801
649,0.139693,0.254,0.112062,0.164893
650,0.139571,0.1488,0.112962,0.156288
651,0.139481,0.2092,0.100136,0.102284
652,0.139455,0.0904,0.110712,0.0544003
653,0.139385,0.0912,0.0735831,0.074958
654,0.13925,0.102,0.0715579,0.0987199
655,0.139239,0.0984,0.0868596,0.141203
656,0.138869,0.0632,0.166068,0.155424
657,0.13875,0.0808,0.159093,0.114597
658,0.138722,0.1868,0.158642,0.1542
659,0.138691,0.1376,0.0621068,0.257997
660,0.138611,0.0912,0.0240777,0.263649
661,0.13843,0.0784,0.0056256,0.200932
662,0.138322,0.1384,0.0216024,0.129934
663,0.13803,0.1168,0.0173269,0.0920954
664,0.137902,0.048,0.0281281,0.0822306
665,0.13782,0.0676,0.276105,0.0979998
666,0.137809,0.0932,0.337762,0.102644
667,0.137737,0.0976,0.2284,0.0720057
668,0.137604,0.0484,0.0533309,0.0936075
669,0.137518,0.0628,0.0967607,0.100016
670,0.137364,0.074,0.194421,0.134471
671,0.137362,0.0592,0.197572,0.158485
672,0.137182,0.1256,0.125114,0.10574
673,0.137153,0.2364,0.0558061,0.075102
674,0.137133,0.2756,0.0834842,0.123994
675,0.13702,0.3004,0.238076,0.15222
676,0.137019,0.2364,0.207248,0.117045
677,0.136871,0.196,0.123314,0.122662
678,0.136861,0.1964,0.0981108,0.0979998
679,0.136684,0.1948,0.139965,0.0450756
680,0.136526,0.2572,0.146941,0.0291623
681,0.136471,0.2088,0.0877597,0.0289103
682,0.136466,0.1508,0.0720079,0.0569205
683,0.136356,0.1624,0.0920351,0.0896112
684,0.136315,0.1048,0.240777,0.0853988
685,0.136242,0.0664,0.109587,0.134471
686,0.136191,0.0952,0.0540059,0.228306
687,0.135902,0.068,0.116338,0.12889
688,0.135871,0.076,0.144466,0.189411
689,0.135754,0.2268,0.103286,0.230346
690,0.135731,0.1668,0.0645821,0.172526
691,0.13564,0.2668,0.0625569,0.161509
692,0.135559,0.2992,0.13749,0.124642
693,0.135354,0.2624,0.113863,0.0540403
694,0.135318,0.2452,0.14019,0.07557
695,0.135105,0.1716,0.119263,0.138431
696,0.134596,0.1312,0.0967607,0.175982
697,0.134582,0.1012,0.0758334,0.15276
698,0.134436,0.0724,0.0922602,0.114525
699,0.134345,0.16,0.0868596,0.159457
700,0.134297,0.2136,0.173494,0.212813
701,0.134296,0.1784,0.142891,0.189303
702,0.134171,0.098,0.101711,0.184155
703,0.134098,0.078,0.199597,0.21951
704,0.134052,0.0976,0.384792,0.185847
705,0.13405,0.1424,0.22615,0.119494
706,0.134036,0.102,0.114088,0.126442
707,0.133998,0.1216,0.0846093,0.139943
708,0.13374,0.1608,0.063232,0.0965597
709,0.133705,0.134,0.113638,0.0884231
710,0.133598,0.0988,0.04523,0.115137
711,0.133536,0.152,0.0121513,0.12871
712,0.133525,0.0988,0.0693076,0.136631
713,0.133515,0.22,0.0918101,0.113949
714,0.13311,0.1892,0.0650322,0.0733739
715,0.133043,0.0636,0.200947,0.118161
716,0.133036,0.09,0.180245,0.14502
717,0.133021,0.0432,0.0659323,0.0910153
718,0.132966,0.0728,0.091135,0.0735899
719,0.132955,0.0696,0.090685,0.0576766
720,0.132805,0.0564,0.0600816,0.0412593
721,0.1326,0.0888,0.04568,0.0418353
722,0.132585,0.0788,0.0686326,0.0297384
723,0.13235,0.0852,0.157967,0.0635091
724,0.132342,0.2736,0.189921,0.103616
725,0.132285,0.2516,0.104862,0.0808265
726,0.132147,0.13,0.0609817,0.111573
727,0.132146,0.0876,0.144916,0.207413
728,0.131971,0.0668,0.191721,0.226626
729,0.131898,0.0508,0.104862,0.133883
730,0.131814,0.066,0.108462,0.188367
731,0.131781,0.254,0.119488,0.178538
732,0.131718,0.2672,0.219174,0.157513
733,0.131697,0.1896,0.201622,0.115713
734,0.131452,0.3772,0.139515,0.0589367
735,0.131431,0.26,0.0767334,0.108837
736,0.131419,0.2292,0.0783086,0.195532
737,0.131374,0.2188,0.196897,0.191859
738,0.131298,0.0788,0.162243,0.143615
739,0.131249,0.0556,0.0825841,0.136775
740,0.131235,0.08,0.172819,0.174362
741,0.131223,0.1128,0.0920351,0.209321
742,0.131075,0.0872,0.0978858,0.281938
743,0.131046,0.2124,0.122188,0.348688
744,0.131003,0.124,0.0830341,0.329246
745,0.130849,0.1608,0.0843843,0.220734
746,0.130821,0.112,0.0785336,0.139223
747,0.130767,0.1372,0.054681,0.159565
748,0.130632,0.1452,0.0708828,0.139907
749,0.130441,0.0684,0.122188,0.0832386
750,0.130416,0.08,0.0841593,0.0932474
751,0.130206,0.0936,0.181595,0.117081
752,0.129975,0.1148,0.148516,0.105884
753,0.129901,0.1068,0.113863,0.125182
754,0.129876,0.1692,0.13254,0.122158
755,0.129805,0.2064,0.0614318,0.0702776
756,0.129691,0.0892,0.0825841,0.0945435
757,0.129253,0.0524,0.0945104,0.116649
758,0.129223,0.0764,0.091135,0.0679374
759,0.12911,0.178,0.0576063,0.0361109
760,0.129052,0.106,0.0884347,0.0331946
761,0.128965,0.0652,0.0380292,0.0449316
762,0.128836,0.0832,0.0294782,0.0487119
763,0.128812,0.1868,0.0603066,0.0394231
764,0.128801,0.1072,0.126014,0.0518801
765,0.128714,0.074,0.0409545,0.0612769
766,0.128564,0.1468,0.126014,0.0770461
767,0.128559,0.096,0.162243,0.12349
768,0.128542,0.174,0.161118,0.150384
769,0.12847,0.062,0.0402794,0.140483
770,0.128458,0.092,0.0267779,0.0919273
771,0.12842,0.0908,0.099911,0.216017
772,0.128403,0.0768,0.257203,0.229878
773,0.128402,0.0608,0.109812,0.147792
774,0.128301,0.05,0.112737,0.0806464
775,0.12826,0.054,0.119263,0.0470558
776,0.128232,0.0964,0.102836,0.12889
777,0.128195,0.0636,0.128264,0.186891
778,0.128174,0.1268,0.0954105,0.132203
779,0.128099,0.2036,0.163143,0.114813
780,0.128074,0.0924,0.301758,0.123526
781,0.128014,0.05,0.137265,0.135947
782,0.128,0.0328,0.136815,0.205792
783,0.127987,0.0576,0.0985609,0.278338
784,0.127987,0.086,0.18137,0.279526
785,0.12767,0.0532,0.169444,0.221202
786,0.127594,0.044,0.0672824,0.150348
787,0.127585,0.3396,0.13794,0.141887
788,0.127459,0.2452,0.0711078,0.154668
789,0.127398,0.438,0.0767334,0.0931034
790,0.127358,0.4508,0.0657072,0.0513761
791,0.127159,0.2308,0.120388,0.0977838
792,0.127074,0.116,0.0832592,0.105236
793,0.12704,0.1252,0.090685,0.0868389
794,0.127001,0.08,0.0697577,0.12637
795,0.126975,0.0816,0.0495054,0.124102
796,0.126938,0.0696,0.0706578,0.0869469
797,0.126879,0.0952,0.122639,0.119134
798,0.126823,0.1016,0.220974,0.115317
799,0.126722,0.2364,0.0951855,0.062717
800,0.126678,0.1316,0.0468052,0.0455796
801,0.126633,0.0816,0.0778586,0.0359669
802,0.12661,0.086,0.045455,0.0764341
803,0.126583,0.0472,0.0567062,0.12781
804,0.126498,0.0932,0.0985609,0.106929
805,0.12633,0.0508,0.171694,0.0555524
806,0.126314,0.0516,0.216474,0.0341667
807,0.126199,0.064,0.218949,0.0798184
808,0.126108,0.1252,0.0571563,0.141959
809,0.125886,0.1292,0.0294782,0.114309
810,0.125835,0.2156,0.0099011,0.0681174
811,0.12566,0.118,0.0535559,0.0546524
812,0.125544,0.0588,0.0792087,-9999
813,0.125488,0.0576,0.104186,0.225186
814,0.125435,0.0632,0.117463,0.134291
815,0.125395,0.1544,0.0531058,0.0905112
816,0.125305,0.0824,0.0299283,0.0704936
817,0.125267,0.09,0.0744832,0.126046
818,0.125266,0.1372,0.279931,0.156685
819,0.125237,0.1836,0.312109,0.126802
820,0.125226,0.1024,0.213774,0.112869
821,0.125134,0.0776,0.0915851,0.103256
822,0.125134,0.0972,0.109812,0.1043
823,0.125107,0.0776,0.081909,0.146604
824,0.124997,0.1836,0.104186,0.185703
825,0.124983,0.1456,0.17777,0.1443
826,0.124782,0.0648,0.0798838,0.113841
827,0.124743,0.0744,0.216024,0.144372
828,0.124728,0.054,0.120163,0.154992
829,0.124623,0.0724,0.181145,0.122662
830,0.124601,0.0472,0.0614318,0.0761821
831,0.124368,0.102,0.116563,0.049612
832,0.124279,0.1912,0.22615,0.0806824
833,0.1242,0.44,0.0956355,0.0914833
834,0.124155,0.302,0.0918101,0.0839947
835,0.124022,0.0664,0.165843,0.1007
836,0.123845,0.0716,0.0702077,0.10142
837,0.12372,0.0724,0.0191271,0.116037
838,0.123666,0.0648,0.0751583,0.128602
839,0.123643,0.1076,0.108237,0.10178
840,0.12361,0.2332,0.0778586,0.0717537
841,0.12357,0.0744,0.0443299,0.0539323
842,0.123522,0.0976,0.0774085,0.0393871
843,0.123358,0.0512,0.109587,0.0904392
844,0.123252,0.486,0.0756083,0.175802
845,0.123208,0.3104,0.163593,0.144552
846,0.12318,0.2588,0.172369,0.0684055
847,0.123175,0.3536,0.280156,0.0640131
848,0.123054,0.2312,0.0697577,0.0893231
849,0.122716,0.184,0.0663823,0.0973878
850,0.122691,0.306,0.0675074,0.0614569
851,0.122676,0.3168,0.0843843,0.0390271
852,0.122598,0.2668,0.143566,0.0480998
853,0.122546,0.0936,0.219399,0.0579406
854,0.122541,0.0976,0.171919,0.147372
855,0.12254,0.0992,0.189921,0.134975
856,0.122507,0.2256,0.0891098,0.10394
857,0.122483,0.2644,0.018002,0.117657
858,0.122418,0.2048,0.0211523,0.128458
859,0.122378,0.0936,0.0562562,0.13033
860,0.122289,0.0932,0.081684,0.153732
861,0.122204,0.0488,0.0191271,0.198988
862,0.121958,0.0648,0.0643571,0.245252
863,0.121855,0.1128,0.0240777,0.227394
864,0.121737,0.0396,0.0049505,0.182715
865,0.121729,0.0336,0.0513056,0.12889
866,0.121598,0.0688,0.170344,0.0758221
867,0.121591,0.1092,0.103511,0.103076
868,0.121584,0.1884,0.0850594,0.140843
869,0.121564,0.1448,0.152792,0.12133
870,0.121474,0.078,0.0870846,0.075534
871,0.121468,0.052,0.0866345,0.0569925
872,0.12146,0.06,0.104862,0.0734459
873,0.121369,0.1224,0.0956355,0.0865509
874,0.121285,0.1208,0.159318,0.102248
875,0.121237,0.0988,0.173944,0.0985399
876,0.121234,0.1272,0.187896,0.0838867
877,0.121047,0.122,0.114313,0.12151
878,0.120996,0.1312,0.0438798,0.12943
879,0.120979,0.0628,0.208598,0.104984
880,0.120942,0.1152,0.215349,0.0897552
881,0.120907,0.1376,0.131189,0.0703136
882,0.120703,0.1472,0.251578,0.0536443
883,0.120688,0.0652,0.0733581,0.0532122
884,0.120677,0.1216,0.0474802,0.117369
885,0.120672,0.0584,0.0387043,0.113841
886,0.120589,0.1004,0.0753833,0.0737699
887,0.120566,0.0896,0.0776335,0.105236
888,0.120499,0.0524,0.0645821,0.110925
889,0.120456,0.1388,0.063457,0.075174
890,0.120442,0.1296,0.0675074,0.0387031
891,0.120395,0.1252,0.121738,0.0293063
892,0.120371,0.068,0.0774085,0.0353548
893,0.12036,0.064,0.176869,0.0539683
894,0.120191,0.0768,0.105087,0.0794943
895,0.120138,0.0928,0.122188,0.143219
896,0.120135,0.128,0.0873096,0.104192
897,0.120105,0.164,0.0641321,0.105992
898,0.119839,0.228,0.0335287,0.0974958
899,0.1198,0.0496,0.0785336,0.103976
900,0.119786,0.0588,0.18362,0.145632
901,0.119654,0.0868,0.36184,0.182319
902,0.119524,0.0516,0.127364,0.20266
903,0.119449,0.3212,0.081684,0.152148
904,0.119369,0.5208,0.0472552,0.0665693
905,0.119355,0.2444,0.0357789,0.0473798
906,0.119352,0.1972,0.0371291,0.0464077
907,0.11935,0.0696,0.0720079,0.0657052
908,0.119346,0.1268,0.0407295,0.115029
909,0.119327,0.178,0.017777,0.123958
910,0.1193,0.2796,0.0434298,0.075174
911,0.119215,0.3372,0.168994,0.0536443
912,0.119099,0.1448,0.106437,0.074526
913,0.118991,0.118,0.177995,0.0898272
914,0.118944,0.09,0.120163,0.0940395
915,0.118857,0.0868,0.0778586,0.0976038
916,0.118854,0.2148,0.240551,0.0936435
917,0.118839,0.1324,0.220299,0.116901
918,0.118763,0.0836,0.139965,0.157009
919,0.118737,0.0804,0.0553561,0.155172
920,0.118725,0.1112,0.0486054,0.116973
921,0.1187,0.106,0.0796588,0.0914473
922,0.118699,0.0868,0.0969857,0.0708537
923,0.118668,0.0852,0.0443299,0.0730858
924,0.118596,0.0324,0.214899,0.113949
925,0.11858,0.0832,0.159093,0.099692
926,0.11855,0.0624,0.197122,0.0635451
927,0.118494,0.1248,0.0825841,0.0680814
928,0.11847,0.1928,0.219624,0.074562
929,0.118387,0.1192,0.201397,0.0559845
930,0.118373,0.0908,0.258328,0.0314665
931,0.11834,0.1012,0.352389,0.0209897
932,0.118088,0.0672,0.155492,0.0237259
933,0.118002,0.088,0.119263,0.0469117
934,0.117957,0.1336,0.0699827,0.087127
935,0.117953,0.0748,0.0650322,0.10364
936,0.117839,0.1212,0.0690826,0.142859
937,0.117662,0.0728,0.112287,0.109341
938,0.117634,0.0648,0.0679575,0.0865869
939,0.117482,0.1324,0.0465801,0.103976
940,0.117381,0.2148,0.0778586,0.0991159
941,0.117362,0.1172,0.120613,0.0702776
942,0.117288,0.0484,0.0663823,0.0680094
943,0.117216,0.0572,0.259904,0.0466237
944,0.11721,0.0956,0.238526,0.0317905
945,0.117169,0.1388,0.0915851,0.0358949
946,0.117132,0.0568,0.0679575,0.0517001
947,0.117094,0.1512,0.0776335,0.0681534
948,0.117027,0.2336,0.210398,0.0986479
949,0.116894,0.362,0.189471,0.120394
950,0.116874,0.2292,0.104637,0.117585
951,0.116867,0.0404,0.0839342,0.0801784
952,0.116582,0.0352,0.0609817,0.0517361
953,0.116573,0.032,0.0686326,0.0701696
954,0.116533,0.0608,0.0299283,0.0864789
955,0.116485,0.132,0.0333037,0.0846788
956,0.116419,0.144,0.0351039,0.0761821
957,0.116312,0.0732,0.0380292,0.0744179
958,0.116302,0.1012,0.0621068,0.114921
959,0.116175,0.1072,0.0468052,0.170078
960,0.116117,0.0652,0.114988,0.158197
961,0.1161,0.0968,0.0884347,0.118413
962,0.116078,0.0768,0.171694,0.0907992
963,0.116013,0.0288,0.173944,0.075678
964,0.115959,0.0264,0.219624,0.107829
965,0.115948,0.0172,0.234926,0.116469
966,0.115926,0.0404,0.207248,0.0681174
967,0.115911,0.2164,0.108012,0.0341307
968,0.115838,0.1424,0.203422,0.0205936
969,0.11582,0.1316,0.105537,0.0169934
970,0.115714,0.0568,0.036004,0.0187215
971,0.115634,0.1324,0.0389293,0.024446
972,0.115633,0.16,0.0927102,0.0217457
973,0.115612,0.1136,0.0893348,0.0313225
974,0.115561,0.0808,0.223675,0.0452556
975,0.115539,0.114,0.118813,0.0636531
976,0.11553,0.1852,0.0393793,0.0916273
977,0.1155,0.2312,0.0603066,0.114873
978,0.115455,0.3768,0.239651,0.133643
979,0.115397,0.2064,0.409095,0.129322
980,0.115382,0.0792,0.27498,0.159565
981,0.115367,0.0648,0.121063,0.111933
982,0.115302,0.1448,0.131865,0.0595488
983,0.115275,0.1484,0.0661573,0.0695215
984,0.115266,0.136,0.120163,0.0529242
985,0.11526,0.0824,0.152792,0.0429154
986,0.115257,0.034,0.13479,0.0538963
987,0.115256,0.102,0.144016,0.0716097
988,0.115201,0.096,0.0740331,0.087667
989,0.115199,0.112,0.112512,0.128278
990,0.115094,0.2184,0.0765084,0.140267
991,0.114994,0.0868,0.103511,0.104336
992,0.114952,0.0904,0.132765,0.0641931
993,0.114938,0.032,0.161793,0.062033
994,0.11491,0.0516,0.105762,0.0829866
995,0.114819,0.1496,0.101936,0.0934635
996,0.114815,0.1464,0.081459,0.0870189
997,0.114801,0.1216,0.0596316,0.0600168
998,0.11476,0.1088,0.238301,0.0476318
999,0.11457,0.0392,0.106887,0.109557
1000,0.114522,0.0888,0.101486,0.168025
1001,0.11442,0.1616,0.128714,0.137495
1002,0.114368,0.0772,0.120838,0.113661
1003,0.114314,0.0508,0.0443299,0.0946876
1004,0.114126,0.068,0.0281281,0.0952276
1005,0.114031,0.0976,0.0159768,0.12223
1006,0.113949,0.0688,0.0258779,0.0965957
1007,0.113862,0.1092,0.0162018,0.0548684
1008,0.113824,0.1568,0.152117,0.037443
1009,0.113793,0.2304,0.155267,0.0294864
1010,0.113736,0.3196,0.0650322,0.0398552
1011,0.113734,0.3216,0.0929352,0.0346708
1012,0.113729,0.086,0.280606,0.0244099
1013,0.113532,0.0376,0.175969,0.0364709
1014,0.113521,0.0208,0.302883,0.0566685
1015,0.113442,0.0676,0.215349,0.0568845
1016,0.113264,0.0656,0.130739,0.0611689
1017,0.113246,0.1272,0.187221,0.121402
1018,0.113132,0.066,0.119038,0.204316
1019,0.113125,0.0272,0.0470302,0.283271
1020,0.113033,0.124,0.0389293,0.166285
1021,0.112724,0.1232,0.14064,0.151356
1022,0.112701,0.0988,0.130514,0.0923114
1023,0.112649,0.1212,0.236951,0.0619969
1024,0.112595,0.0728,0.163818,0.0559485
1025,0.112559,0.0572,0.0947354,0.0412233
1026,0.11253,0.0632,0.155717,0.0531762
1027,0.112514,0.0572,0.2284,0.0554804
1028,0.112504,0.1016,0.127589,0.0970998
1029,0.112478,0.0408,0.0843843,0.17627
1030,0.112431,0.0216,0.120838,0.195496
1031,0.112415,0.0332,0.209273,0.144804
1032,0.112411,0.1336,0.40707,0.0864069
1033,0.112303,0.2208,0.240551,0.0619249
1034,0.112295,0.1668,0.0841593,0.0785223
1035,0.11218,0.1424,0.13209,0.100844
1036,0.112166,0.2036,0.158192,0.0895031
1037,0.112038,0.1444,0.164493,0.0690175
1038,0.111959,0.0452,0.101261,0.049936
1039,0.111729,0.1324,0.0857344,0.0398552
1040,0.111655,0.3716,0.0963106,0.0889631
1041,0.111645,0.2804,0.147616,0.141095
1042,0.111511,0.09,0.100586,0.136955
1043,0.11144,0.0576,0.119938,0.120538
1044,0.111417,0.0748,0.13344,0.0943995
1045,0.111206,0.0584,0.045455,0.115281
1046,0.111188,0.1684,0.0594065,0.12925
1047,0.111182,0.1048,0.152342,0.110133
1048,0.111042,0.0824,0.111837,0.120934
1049,0.110945,0.0612,0.0866345,0.0950836
1050,0.110913,0.1248,0.0335287,0.0606648
1051,0.110903,0.0596,0.0339787,0.0649492
1052,0.110885,0.0916,0.0351039,0.0471278
1053,0.110833,0.226,0.0798838,0.0258861
1054,0.110777,0.2096,0.0697577,0.0438515
1055,0.110776,0.0964,0.0409545,0.0520962
1056,0.110722,0.1368,0.0384792,0.0460837
1057,0.110718,0.0632,0.105312,0.10034
1058,0.110686,0.0448,0.0391543,0.170798
1059,0.110618,0.1016,0.0978858,0.214109
1060,0.11061,0.1344,0.0447799,0.232903
1061,0.110591,0.1564,0.160893,0.171518
1062,0.110573,0.096,0.0672824,0.0761341
1063,0.110539,0.0976,0.205673,0.0516281
1064,0.110429,0.1864,0.13749,0.0534283
1065,0.110405,0.1188,0.254953,0.0434915
1066,0.11017,0.0648,0.147616,0.0387391
1067,0.110076,0.1192,0.0468052,0.049648
1068,0.110068,0.0016,0.0535559,0.0461917
1069,0.109956,0.0992,0.188571,0.113229
1070,0.109941,0.1136,0.334162,0.187071
1071,0.109915,0.1256,0.299958,0.148512
1072,0.109841,0.1824,0.0875346,0.0885671
1073,0.109797,0.112,0.165618,0.0733739
1074,0.109618,0.1168,0.168994,0.0806824
1075,0.109607,0.0848,0.13569,0.0922394
1076,0.109513,0.0752,0.229075,0.119278
1077,0.109267,0.0368,0.292532,0.0961997
1078,0.109265,0.0116,0.578989,0.0533203
1079,0.109256,0.0728,0.434523,0.0356068
1080,0.109233,0.0292,0.333712,0.0285503
1081,0.109199,0.1396,0.13434,0.0695936
1082,0.109163,0.1284,0.114988,0.104444
1083,0.109131,0.1904,0.128039,0.12583
1084,0.108831,0.2668,0.238076,0.116505
1085,0.108685,0.2564,0.0735831,0.0905832
1086,0.108622,0.292,0.0495054,0.112941
1087,0.108539,0.2356,0.0947354,0.120178
1088,0.108452,0.0388,0.187446,0.12853
1089,0.108432,0.044,0.0648071,0.152544
1090,0.108401,0.034,0.0805589,0.122842
1091,0.108355,0.036,0.160668,0.0974238
1092,0.108346,0.124,0.14064,0.103616
1093,0.108214,0.1848,0.0672824,0.0665693
1094,0.108144,0.178,0.0438798,0.0260661
1095,0.108136,0.0812,0.149416,0.0341307
1096,0.108124,0.0488,0.107337,0.0602328
1097,0.108016,0.034,0.081459,0.0610609
1098,0.107986,0.1372,0.027453,0.0862269
1099,0.107906,0.1872,0.0141766,0.107181
1100,0.107893,0.4572,0.0294782,0.0865509
1101,0.107844,0.4404,0.027228,0.0763261
1102,0.10783,0.3524,0.0166518,-9999
1103,0.107745,0.3104,0.0139515,-9999
1104,0.107722,0.0844,0.0213774,0.0491559
1105,0.107699,0.1116,0.0596316,0.0436355
1106,0.107679,0.1092,0.0213774,0.0393871
1107,0.107668,0.078,0.13794,0.0583247
1108,0.107602,0.0672,0.254503,0.0765061
1109,0.107601,0.2608,0.189471,0.101852
1110,0.10756,0.1936,0.13209,0.142355
1111,0.107524,0.1172,0.406845,0.12061
1112,0.107504,0.1116,0.254278,0.0647332
1113,0.107489,0.116,0.0472552,0.0598368
1114,0.107475,0.0612,0.0499555,0.0739139
1115,0.107442,0.1292,0.0400544,0.0939315
1116,0.107382,0.1472,0.0677325,0.0967757
1117,0.107287,0.0592,0.214224,0.115389
1118,0.107214,0.1712,0.09046,0.106244
1119,0.107144,0.25,0.0693076,0.0546524
1120,0.107133,0.0888,0.127364,0.0424114
1121,0.107117,0.0688,0.13479,0.0577486
1122,0.107039,0.1,0.0949605,0.0925274
1123,0.10689,0.0884,0.173044,0.0975318
1124,0.106856,0.102,0.296808,0.101744
1125,0.106773,0.1228,0.422597,0.0958036
1126,0.106739,0.1908,0.284881,0.0925634
1127,0.106728,0.1364,0.297033,0.0963077
1128,0.106713,0.126,0.171469,0.116505
1129,0.106651,0.1484,0.112962,0.130474
1130,0.106619,0.09,0.187221,0.128926
1131,0.106598,0.1124,0.17912,0.114885
1132,0.106492,0.0788,0.0873096,0.115677
1133,0.106453,0.084,0.0288032,0.136991
1134,0.106375,0.1144,0.0580564,0.0888551
1135,0.106338,0.122,0.104186,0.0411873
1136,0.106336,0.1364,0.104186,0.0440315
1137,0.106297,0.1312,0.0594065,0.087415
1138,0.106224,0.0552,0.13299,0.0892871
1139,0.106165,0.0916,0.17822,0.0576046
1140,0.106136,0.0604,0.140866,0.0721498
1141,0.106042,0.0636,0.0902349,0.129286
1142,0.105966,0.0768,0.0695327,-9999
1143,0.105934,0.0796,0.13704,-9999
1144,0.105915,0.0684,0.0465801,0.0541963
1145,0.105899,0.1856,0.045005,0.0687655
1146,0.105884,0.034,0.0580564,0.0858309
1147,0.105844,0.1808,0.0254278,0.115569
1148,0.105804,0.1896,0.0621068,0.148656
1149,0.105773,0.126,0.0668324,0.139691
1150,0.105667,0.1264,0.237401,0.0982518
1151,0.105569,0.3492,0.0441049,0.0713577
1152,0.105557,0.2216,0.135015,0.0633651
1153,0.105519,0.0792,0.0344288,0.0721138
1154,0.105519,0.0132,0.018002,0.10394
1155,0.105496,0.0888,0.0348788,0.120502
1156,0.105435,0.128,0.0486054,0.137711
1157,0.105389,0.1416,0.0495054,0.119134
1158,0.105359,0.1964,0.0607567,0.0761461
1159,0.105349,0.1608,0.0733581,0.0697376
1160,0.105278,0.1044,0.0598566,0.0869109
1161,0.10523,0.1864,0.170569,0.118737
1162,0.105218,0.1196,0.129164,0.110889
1163,0.105216,0.0344,0.105087,0.0800704
1164,0.105186,0.1432,0.0342038,0.0718257
1165,0.105168,0.292,0.0573813,0.0963797
1166,0.105104,0.3584,0.291182,0.108585
1167,0.105104,0.2636,0.137265,0.111429
1168,0.105005,0.206,0.0461301,0.116433
1169,0.104956,0.22,0.164943,0.11917
1170,0.104895,0.4768,0.0510806,0.117837
1171,0.10487,0.3908,0.0708828,0.127594
1172,0.10483,0.3676,0.0974357,0.144696
1173,0.104823,0.33,0.0445549,0.138719
1174,0.104809,0.2088,0.0378042,0.12187
1175,0.104696,0.1196,0.0533309,0.0916993
1176,0.104694,0.0964,0.106887,0.0868389
1177,0.104564,0.0824,0.129614,0.0739859
1178,0.104522,0.1032,0.176419,0.0759661
1179,0.104499,0.1084,0.142891,-9999
1180,0.104476,0.1004,0.141541,-9999
1181,0.104441,0.1964,0.0684075,-9999
1182,0.10443,0.0848,0.072458,0.0806464
1183,0.104412,0.0404,0.036004,0.062897
1184,0.104388,0.1264,0.114988,0.0823026
1185,0.104366,0.1732,0.081684,0.102644
1186,0.104351,0.1,0.091135,0.104984
1187,0.104237,0.0804,0.0870846,0.100952
1188,0.104233,0.058,0.110037,0.0829866
1189,0.10423,0.1016,0.112287,0.0649492
1190,0.104169,0.08,0.0933853,0.099656
1191,0.104163,0.2304,0.117013,0.152328
1192,0.104134,0.13,0.200497,0.1488
1193,0.104128,0.0988,0.099911,0.132347
1194,0.1041,0.0856,0.114313,0.0991879
1195,0.104094,0.074,0.0436548,0.0783423
1196,0.104059,0.1148,0.0510806,0.0791703
1197,0.104015,0.1584,0.0164268,0.0896832
1198,0.103968,0.1688,0.0900099,0.118701
1199,0.103871,0.12,0.399644,0.108477
1200,0.103832,0.1432,0.148966,0.0689815
1201,0.103766,0.1156,0.0627819,0.0691255
1202,0.103737,0.1428,0.0288032,0.109701
1203,0.103676,0.0988,0.0312784,0.122482
1204,0.103669,0.1276,0.0749333,0.0857588
1205,0.103649,0.1256,0.221424,0.0783423
1206,0.103614,0.1068,0.136815,0.0864429
1207,0.103561,0.0672,0.0393793,0.102752
1208,0.103535,0.1184,0.0348788,0.136955
1209,0.103502,0.0632,0.0348788,0.169682
