count,shrub_cov_20m,shrub_cov_30m,shrub_cov_40m,shrub_cov_50m
1210,0.103471,0.0788,0.0587315,0.200068
1211,0.103462,0.072,0.143566,0.167773
1212,0.103445,0.0516,0.0893348,0.123274
1213,0.103415,0.118,0.0969857,0.0969197
1214,0.103407,0.1244,0.114538,0.0690175
1215,0.103401,0.2464,0.120613,-9999
1216,0.1034,0.1404,0.149867,-9999
1217,0.103346,0.0648,0.194871,0.0476678
1218,0.103336,0.0424,0.13299,0.0338787
1219,0.103212,0.0032,0.0769585,0.0556604
1220,0.1032,0.0044,0.13614,0.087883
1221,0.103148,0.0224,0.189021,0.112509
1222,0.103124,0.03,0.198022,0.109161
1223,0.103027,0.0388,0.333262,0.0911593
1224,0.102997,0.0336,0.317285,0.0970998
1225,0.102844,0.132,0.112287,0.129466
1226,0.102803,0.208,0.0823591,0.136991
1227,0.102761,0.2516,0.233126,0.109665
1228,0.10267,0.1748,0.161343,0.0828426
1229,0.102657,0.044,0.13749,0.0694495
1230,0.102561,0.0584,0.142666,0.0758941
1231,0.102553,0.1496,0.072908,0.0890711
1232,0.102547,0.2124,0.036229,0.112257
1233,0.102536,0.2328,0.0796588,0.12871
1234,0.102514,0.212,0.0742582,0.118377
1235,0.102263,0.084,0.0902349,0.0989719
1236,0.102263,0.1496,0.103061,0.0767941
1237,0.102206,0.1336,0.0758334,0.0732659
1238,0.102197,0.1528,0.113187,0.0730138
1239,0.102154,0.1524,0.063457,0.0716097
1240,0.102144,0.2172,0.199372,0.0783783
1241,0.102111,0.248,0.0742582,0.0674334
1242,0.102054,0.1036,0.0742582,0.106388
1243,0.101997,0.1296,0.0551311,0.175334
1244,0.10198,0.128,0.0571563,0.186819
1245,0.101971,0.17,0.04568,0.181454
1246,0.101816,0.2196,0.0405045,0.139007
1247,0.101746,0.1164,0.0474802,0.112833
1248,0.101741,0.0512,0.205223,0.139835
1249,0.101733,0.0696,0.0569313,-9999
1250,0.101691,0.0516,0.0616568,-9999
1251,0.101569,0.2064,0.0940604,0.0640851
1252,0.101562,0.106,0.157742,0.0964157
1253,0.101525,0.0712,0.0985609,0.111249
1254,0.101523,0.0428,0.0686326,0.101744
1255,0.101298,0.0944,0.0263279,0.0921314
1256,0.101294,0.108,0.0191271,0.117117
1257,0.101284,0.2152,0.0463551,0.129466
1258,0.101235,0.1332,0.045005,0.107145
1259,0.101227,0.104,0.0495054,0.0917353
1260,0.101224,0.0828,0.0983358,0.0795664
1261,0.101221,0.0896,0.162918,0.0728698
1262,0.10119,0.1664,0.117463,0.0696656
1263,0.101186,0.1136,0.141316,0.0712137
1264,0.101113,0.124,0.105987,0.0983239
1265,0.101091,0.158,0.0720079,0.113913
1266,0.101067,0.12,0.126914,0.104768
1267,0.100948,0.16,0.153467,0.119818
1268,0.100894,0.0548,0.314135,0.115713
1269,0.10089,0.0784,0.352389,0.0592967
1270,0.100869,0.1024,0.490554,0.0277942
1271,0.100803,0.1052,0.265079,0.0557685
1272,0.100775,0.1596,0.167868,0.122158
1273,0.100746,0.0824,0.0468052,0.138575
1274,0.100692,0.1492,0.0240777,0.104516
1275,0.100663,0.0732,0.0236276,0.120646
1276,0.100634,0.0824,0.0317285,0.141707
1277,0.100488,0.1976,0.0942854,0.130762
1278,0.100474,0.3152,0.150092,0.115497
1279,0.100341,0.2744,0.0758334,0.0989359
1280,0.100287,0.1332,0.0540059,0.103004
1281,0.100285,0.074,0.0515307,-9999
1282,0.100279,0.0836,0.0852844,-9999
1283,0.100256,0.0776,0.0731331,0.108537
1284,0.100063,0.0744,0.115888,0.0941115
1285,0.100063,0.0488,0.154817,0.0835627
1286,0.099908,0.0148,0.0643571,0.103004
1287,0.099847,0.0068,0.13254,0.122518
1288,0.099741,0.0096,0.0825841,0.103976
1289,0.099726,0.0236,0.158417,0.0861189
1290,0.099714,0.0436,0.159093,0.0937875
1291,0.099705,0.0968,0.108912,0.0787023
1292,0.099647,0.3992,0.103961,0.0581086
1293,0.099596,0.2984,0.0913601,0.0609169
1294,0.099581,0.1216,0.0859595,0.0954436
1295,0.099488,0.042,0.0427547,0.132167
1296,0.09948,0.0548,0.0119263,0.107829
1297,0.099437,0.1016,0.115438,0.0730138
1298,0.099386,0.0824,0.105312,0.0925274
1299,0.099279,0.1512,0.063682,0.0859029
1300,0.099262,0.1348,0.112512,0.0499
1301,0.099255,0.0868,0.116338,0.0853628
1302,0.099253,0.044,0.188796,0.174038
1303,0.099234,0.1564,0.0866345,0.239851
1304,0.099125,0.4008,0.0393793,0.191643
1305,0.099091,0.2532,0.0292532,0.15186
1306,0.099076,0.1356,0.0216024,0.129934
1307,0.099013,0.0632,0.0407295,0.0787023
1308,0.099012,0.1,0.0344288,0.0777302
1309,0.098993,0.1384,0.0697577,0.0744539
1310,0.098872,0.1256,0.150767,0.07503
1311,0.098867,0.1328,0.0497305,-9999
1312,0.09884,0.096,0.120613,-9999
1313,0.098795,0.0712,0.117238,0.102488
1314,0.098765,0.0936,0.0461301,0.14844
1315,0.098636,0.1864,0.149416,0.199492
1316,0.098495,0.3444,0.0798838,0.174434
1317,0.098409,0.1708,0.124889,0.107181
1318,0.098363,0.0608,0.0929352,0.0864789
1319,0.098306,0.0752,0.0603066,0.0791343
1320,0.098181,0.1304,0.0099011,0.0673974
1321,0.098104,0.1364,0.0157517,0.0653812
1322,0.098086,0.1328,0.0195772,0.0861189
1323,0.098082,0.0668,0.0767334,0.108621
1324,0.098071,0.0824,0.0891098,0.107829
1325,0.098069,0.0264,0.0895599,0.0802504
1326,0.098041,0.148,0.124889,0.07575
1327,0.098041,0.0988,0.126464,0.0810785
1328,0.098033,0.1268,0.130514,0.0586127
1329,0.098004,0.1304,0.054456,0.0744179
1330,0.097972,0.1104,0.0492804,0.174146
1331,0.097894,0.1016,0.0708828,0.278122
1332,0.097888,0.0916,0.101711,0.27139
1333,0.09786,0.066,0.102836,0.166009
1334,0.097844,0.0824,0.0758334,0.140879
1335,0.097798,0.074,0.090685,0.177314
1336,0.097792,0.0784,0.111837,0.154128
1337,0.097729,0.1228,0.143116,0.140663
1338,0.097592,0.228,0.111162,0.12295
1339,0.097519,0.0788,0.148741,-9999
1340,0.097442,0.17,0.191046,-9999
1341,0.097416,0.2284,0.108687,0.164893
1342,0.097415,0.2444,0.105987,0.190851
1343,0.097351,0.386,0.116338,0.189195
1344,0.097292,0.1744,0.0625569,0.116757
1345,0.097286,0.192,0.0765084,0.0893231
1346,0.09727,0.0664,0.209048,0.10358
1347,0.097254,0.0704,0.13254,0.0815105
1348,0.097249,0.0584,0.0654822,0.074814
1349,0.097197,0.094,0.0405045,0.0933914
1350,0.097154,0.0792,0.0369041,0.0761101
1351,0.097116,0.0628,0.0247527,0.0590087
1352,0.097072,0.0176,0.0195772,0.0608449
1353,0.097063,0.006,0.0499555,0.07539
1354,0.097061,0.142,0.0155267,0.0643731
1355,0.09705,0.1092,0.0081009,0.0471998
1356,0.097017,0.0628,0.0265529,0.0694495
1357,0.097012,0.1516,0.0553561,0.11953
1358,0.096991,0.0768,0.0992359,0.158017
1359,0.096908,0.0764,0.153017,0.141671
1360,0.096882,0.114,0.124439,0.113265
1361,0.096826,0.0896,0.0861845,0.105056
1362,0.096747,0.0712,0.0686326,0.178646
1363,0.096585,0.0436,0.107112,0.237187
1364,0.096464,0.0284,0.146941,-9999
1365,0.096451,0.0364,0.0641321,-9999
1366,0.096391,0.0952,0.0351039,-9999
1367,0.096274,0.232,0.0510806,0.100664
1368,0.096247,0.0864,0.0339787,0.116757
1369,0.096235,0.0788,0.0434298,0.101708
1370,0.09623,0.06,0.027678,0.108621
1371,0.096216,0.0552,0.0612067,0.116505
1372,0.096208,0.162,0.04568,0.0781982
1373,0.096154,0.194,0.0596316,0.0986119
1374,0.096118,0.1408,0.0780836,0.110889
1375,0.09588,0.082,0.172594,0.0782702
1376,0.09579,0.104,0.111162,0.0852188
1377,0.09573,0.1468,0.121963,0.0826266
1378,0.095594,0.1112,0.0303783,0.0652732
1379,0.095582,0.252,0.0447799,0.0508001
1380,0.095533,0.1496,0.108012,0.0470558
1381,0.095491,0.17,0.103511,0.0420154
1382,0.095488,0.0992,0.0666073,0.0275782
1383,0.095465,0.0548,0.0438798,0.0569565
1384,0.095396,0.0908,0.0976608,0.133391
1385,0.095329,0.1876,0.0355539,0.186387
1386,0.095323,0.1848,0.14064,0.192471
1387,0.095289,0.174,0.164943,0.17393
1388,0.095223,0.078,0.211748,-9999
1389,0.095212,0.1736,0.165393,-9999
1390,0.095126,0.1264,0.112512,0.136091
1391,0.095094,0.0804,0.0414046,0.134039
1392,0.095089,0.102,0.0713329,0.102032
1393,0.095088,0.12,0.072683,0.0886391
1394,0.095056,0.11,0.18407,0.101276
1395,0.095055,0.0608,0.138165,0.155676
1396,0.095034,0.072,0.0531058,0.14898
1397,0.095014,0.1116,0.0108012,0.0824826
1398,0.094989,0.056,0.0099011,0.075102
1399,0.094909,0.0704,0.0105762,0.0760381
1400,0.094858,0.078,0.0049505,0.063077
1401,0.094833,0.0664,0.0067507,0.0471998
1402,0.094796,0.1596,0.0216024,0.0291263
1403,0.094759,0.046,0.027003,0.0454716
1404,0.094696,0.1924,0.0153017,0.0866229
1405,0.094619,0.1008,0.0218274,0.187215
1406,0.094424,0.09,0.0519807,0.265845
1407,0.094421,0.1008,0.0117013,0.289643
1408,0.094349,0.0952,0.0699827,0.238519
1409,0.094346,0.1092,0.0927102,-9999
1410,0.094317,0.062,0.113412,-9999
1411,0.094274,0.076,0.117463,0.13129
1412,0.094237,0.086,0.126914,0.107253
1413,0.094169,0.1304,0.0776335,0.0785223
1414,0.094147,0.0436,0.0490554,0.0917353
1415,0.09413,0.0712,0.109587,0.133463
1416,0.09411,0.1252,0.0747082,0.150744
1417,0.09407,0.0352,0.0488304,0.115209
1418,0.094046,0.0316,0.0598566,0.062573
1419,0.093981,0.0412,0.0326286,0.0488559
1420,0.093952,0.0468,0.0920351,0.0617449
1421,0.093935,0.1324,0.0744832,0.062321
1422,0.093912,0.1496,0.103061,0.0403592
1423,0.093891,0.0372,0.0875346,0.0198016
1424,0.093729,0.0304,0.148966,0.0610249
1425,0.093718,0.1648,0.145141,0.133391
1426,0.093668,0.224,0.0861845,0.183579
1427,0.093661,0.192,0.0463551,0.187359
1428,0.093644,0.1212,0.0555811,0.188691
1429,0.093632,0.0036,0.0864095,-9999
1430,0.09363,0.0024,0.0801088,-9999
1431,0.093614,0.0232,0.0825841,0.0736379
1432,0.093558,0.1476,0.0960856,0.0892511
1433,0.093512,0.238,0.0326286,0.104624
1434,0.093362,0.0756,0.0425297,0.107325
1435,0.093335,0.1284,0.0735831,0.0938595
1436,0.093276,0.0972,0.191721,0.0973878
1437,0.093248,0.1224,0.192396,0.0846428
1438,0.093179,0.1344,0.128714,0.0529602
1439,0.093144,0.1384,0.13209,0.0510161
1440,0.09314,0.0928,0.113638,0.0474878
1441,0.093095,0.1008,0.0886598,0.0316105
1442,0.093052,0.1292,0.102161,0.025058
1443,0.093051,0.2636,0.090685,0.0447876
1444,0.093024,0.3716,0.063457,0.0686575
1445,0.093006,0.0864,0.0353289,0.0651652
1446,0.092973,0.156,0.027453,0.0739139
1447,0.092961,0.1192,0.027678,-9999
1448,0.092935,0.0728,0.036454,-9999
1449,0.09292,0.1808,0.0598566,0.109161
1450,0.09292,0.1804,0.0225025,0.0994039
1451,0.092889,0.09,0.0335287,0.074706
1452,0.09285,0.0848,0.0227275,0.0668933
1453,0.092845,0.144,0.0249778,0.0964877
1454,0.09281,0.0832,0.0834842,0.0906552
1455,0.092749,0.118,0.108912,0.0542203
1456,0.092721,0.0532,0.0292532,0.0468037
1457,0.092714,0.0804,0.0609817,0.0407553
1458,0.092691,0.1272,0.106437,0.0288383
1459,0.092668,0.1124,0.243027,0.0212417
1460,0.092534,0.088,0.229975,0.0233299
1461,0.092521,0.1136,0.273405,0.0405392
1462,0.092425,0.046,0.0823591,0.0578206
1463,0.09241,0.0952,0.0688576,-9999
1464,0.092409,0.0196,0.081459,-9999
1465,0.092377,0.0928,0.0369041,0.0808865
1466,0.092347,0.1024,0.0445549,0.0674694
1467,0.092294,0.1588,0.0409545,0.0814385
1468,0.092291,0.2056,0.0553561,0.0985399
1469,0.092284,0.1144,0.0650322,0.0789183
1470,0.092275,0.0432,0.0990109,0.0441395
1471,0.092226,0.0496,0.122864,0.0344548
1472,0.092184,0.07,0.221424,0.0340587
1473,0.092157,0.044,0.169219,0.0261741
1474,0.092149,0.0532,0.0983358,0.0237619
1475,0.092131,0.0588,0.0690826,0.0481358
1476,0.092012,0.1224,0.0515307,-9999
1477,0.092,0.2036,0.04523,-9999
1478,0.09199,0.1096,0.117463,-9999
1479,0.091973,0.186,0.120388,0.124186
1480,0.091966,0.1408,0.102836,0.149808
1481,0.091861,0.0732,0.0558061,0.116109
1482,0.091807,0.038,0.0594065,0.0710697
1483,0.091757,0.0108,0.0562562,0.0309985
1484,0.091726,0.014,0.0328536,0.0105488
1485,0.09171,0.0256,0.198697,0.0266421
1486,0.091613,0.0956,0.142441,0.0273622
1487,0.091597,0.0932,0.110487,0.0230778
1488,0.091571,0.134,0.121288,-9999
1489,0.091499,0.0732,0.0861845,-9999
1490,0.091495,0.1236,0.0891098,0.14646
1491,0.091482,0.0916,0.151217,0.0688735
1492,0.091259,0.0824,0.183845,0.037659
1493,0.09124,0.0984,0.0357789,0.0261021
1494,0.091162,0.0368,0.0972107,0.0070566
1495,0.09112,0.126,0.114538,0.0176414
1496,0.091076,0.1956,0.0522057,0.0231138
1497,0.091066,0.2412,0.0213774,-9999
1498,0.090958,0.3056,0.0792087,-9999
1499,0.090903,0.2348,0.0348788,0.0315025
1500,0.09088,0.1064,0.0355539,0.0259581
1501,0.090861,0.1248,0.0315035,0.0199456
1502,0.090736,0.1264,0.0715579,0.0079566
1503,0.09071,0.1296,0.0303783,0.0075246
1504,0.090694,0.082,0.0582814,-9999
1505,0.090665,0.1616,0.0474802,-9999
1506,0.090663,0.1208,0.167643,0.0338907
1507,0.090591,0.0788,0.253828,0.0223578
1508,0.090591,0.1256,0.322235,0.0113409
1509,0.090536,0.2028,0.0785336,0.0074526
1510,0.090504,0.1108,0.0335287,-9999
1511,0.090489,0.1256,0.0616568,-9999
1512,0.090478,0.1176,0.0659323,0.0185775
1513,0.090445,0.0804,0.0225025,0.0082087
1514,0.090439,0.1444,0.0294782,-9999
1515,0.090424,0.2492,0.0866345,-9999
1516,0.090389,0.2144,0.0555811,-9999
1517,0.090374,0.0804,0.0369041,-9999
1518,0.090366,0.0528,0.232226,
1519,0.090349,0.1684,0.31391,
1520,0.090325,0.0756,0.290282,
1521,0.090308,0.0796,0.0861845,
1522,0.090294,0.038,0.0747082,
1523,0.090224,0.0296,0.0630069,
1524,0.090162,0.1012,0.0621068,
1525,0.090157,0.1024,0.0740331,
1526,0.090135,0.0584,0.109587,
1527,0.090128,0.0672,0.13839,
1528,0.090045,0.0688,0.0434298,
1529,0.089995,0.0536,0.0618818,
1530,0.08999,0.092,0.036679,
1531,0.089987,0.038,0.0279031,
1532,0.089964,0.1028,0.0580564,
1533,0.089818,0.1868,0.099911,
1534,0.089794,0.1536,0.116338,
1535,0.089701,0.2052,0.13929,
1536,0.089592,0.0568,0.146266,
1537,0.089586,0.09,0.0733581,
1538,0.089502,0.0716,0.0798838,
1539,0.089476,0.044,0.187221,
1540,0.089419,0.0788,0.0825841,
1541,0.089335,0.092,0.150092,
1542,0.089333,0.1284,0.186996,
1543,0.089322,0.294,0.148741,
1544,0.089255,0.28,0.0720079,
1545,0.089202,0.3132,0.0650322,
1546,0.08916,0.2628,0.0519807,
1547,0.089127,0.0824,0.0339787,
1548,0.089127,0.0396,0.0265529,
1549,0.089012,0.0212,0.0279031,
1550,0.088994,0.0136,0.0677325,
1551,0.088932,0.0232,0.0144016,
1552,0.088855,0.1012,0.0308284,
1553,0.088645,0.022,0.0501805,
1554,0.088632,0.022,0.217149,
1555,0.088511,0.0092,0.18497,
1556,0.088492,0.0708,0.13839,
1557,0.088449,0.1184,0.0976608,
1558,0.088349,0.1088,0.0558061,
1559,0.088321,0.0488,0.0555811,
1560,0.088317,0.0156,0.0398294,
1561,0.088242,0.0012,0.0429797,
1562,0.088228,0.0512,0.0535559,
1563,0.088228,0.2932,0.0573813,
1564,0.088197,0.178,0.0083259,
1565,0.088159,0.2812,0.0591815,
1566,0.088148,0.1292,0.171244,
1567,0.088072,0.0536,0.103961,
1568,0.088068,0.0944,0.0551311,
1569,0.08798,0.0812,0.0333037,
1570,0.087929,0.0684,0.0749333,
1571,0.087922,0.088,0.101711,
1572,0.087855,0.1692,0.0560312,
1573,0.0878,0.122,0.158417,
1574,0.087714,0.0928,0.0657072,
1575,0.087614,0.2284,0.192396,
1576,0.087611,0.1652,0.0465801,
1577,0.087594,0.1696,0.0396044,
1578,0.08757,0.2068,0.0391543,
1579,0.087562,0.0468,0.0211523,
1580,0.087462,0.1148,0.0351039,
1581,0.087366,0.116,0.130289,
1582,0.08733,0.1396,0.0965356,
1583,0.087291,0.0904,0.168094,
1584,0.087244,0.0796,0.106662,
1585,0.087237,0.1364,0.0785336,
1586,0.087205,0.152,0.131414,
1587,0.087184,0.0552,0.115663,
1588,0.087183,0.004,0.0645821,
1589,0.087133,0.05,0.197797,
1590,0.087133,0.0744,0.108687,
1591,0.087132,0.1304,0.163593,
1592,0.087103,0.0572,0.109587,
1593,0.08707,0.0976,0.0882097,
1594,0.087038,0.0584,0.142441,
1595,0.086993,0.064,0.139065,
1596,0.086985,0.0636,0.018002,
1597,0.08694,0.1048,0.0155267,
1598,0.086912,0.1024,0.0225025,
1599,0.086853,0.1892,0.128939,
1600,0.086768,0.1012,0.112962,
1601,0.08671,0.2552,0.0418546,
1602,0.086693,0.2656,0.0713329,
1603,0.086663,0.1276,0.0209273,
1604,0.086569,0.0696,0.0324036,
1605,0.086499,0.082,0.045005,
1606,0.086362,0.0708,0.0607567,
1607,0.086311,0.0472,0.0477053,
1608,0.086236,0.0892,0.0517557,
1609,0.08621,0.194,0.0198022,
1610,0.086099,0.1544,0.0384792,
1611,0.086098,0.1132,0.0472552,
1612,0.086058,0.1324,0.0337537,
1613,0.085919,0.1276,0.128039,
1614,0.085882,0.0824,0.215124,
1615,0.08581,0.0256,0.18272,
1616,0.085806,0.01,0.0870846,
1617,0.085797,0.0224,0.0823591,
1618,0.085769,0.0288,0.027453,
1619,0.085712,0.1216,0.0798838,
1620,0.085591,0.0468,0.0837092,
1621,0.085568,0.0164,0.144691,
1622,0.08552,0.0088,0.111612,
1623,0.085504,0.0412,0.0625569,
1624,0.085487,0.198,0.147616,
1625,0.085453,0.11,0.0600816,
1626,0.085334,0.0612,0.0337537,
1627,0.085327,0.0276,0.036679,
1628,0.085188,0.0088,0.0461301,
1629,0.085073,0.0076,0.102611,
1630,0.085031,0.046,0.107112,
1631,0.085014,0.1144,0.0897849,
1632,0.08501,0.1712,0.108687,
1633,0.08493,0.0484,0.107562,
1634,0.084921,0.0932,0.0303783,
1635,0.084908,0.2424,0.154367,
1636,0.084903,0.0812,0.0481553,
1637,0.084892,0.0624,0.142216,
1638,0.084864,0.0776,0.147841,
1639,0.084853,0.0712,0.152792,
1640,0.084802,0.1184,0.122639,
1641,0.084746,0.1064,0.0654822,
1642,0.084724,0.1804,0.168994,
1643,0.08471,0.212,0.13749,
1644,0.084702,0.1656,0.110037,
1645,0.084641,0.1512,0.0191271,
1646,0.084639,0.1092,0.0074258,
1647,0.084635,0.0344,0.0159768,
1648,0.084626,0.1232,0.0974357,
1649,0.084619,0.2892,0.0749333,
1650,0.08461,0.2284,0.0571563,
1651,0.084549,0.0872,0.0596316,
1652,0.08444,0.2544,0.0735831,
1653,0.084399,0.2344,0.151667,
1654,0.084347,0.0696,0.194421,
1655,0.084315,0.0772,0.0391543,
1656,0.084175,0.0176,0.0231776,
1657,0.08415,0.0324,0.0711078,
1658,0.084115,0.0804,0.101711,
1659,0.084108,0.1076,0.189696,
1660,0.08398,0.0384,0.174844,
1661,0.083966,0.0932,0.13479,
1662,0.083948,0.04,0.119488,
1663,0.083893,0.078,0.0870846,
1664,0.083693,0.132,0.0652572,
1665,0.083633,0.0948,0.0715579,
1666,0.083594,0.0596,0.0897849,
1667,0.083562,0.1996,0.0585064,
1668,0.083544,0.08,0.13659,
1669,0.083326,0.1188,0.0837092,
1670,0.083316,0.1116,0.142441,
1671,0.083307,0.0672,0.0931603,
1672,0.083297,0.0716,0.072908,
1673,0.08328,0.062,0.0803338,
1674,0.08324,0.0184,0.0834842,
1675,0.083146,0.0608,0.091135,
1676,0.083128,0.1208,0.113187,
1677,0.083047,0.1732,0.154592,
1678,0.083041,0.4048,0.113863,
1679,0.082991,0.164,0.0600816,
1680,0.082918,0.0872,0.0792087,
1681,0.082841,0.086,0.0893348,
1682,0.082798,0.0244,0.0987859,
1683,0.082768,0.0572,0.0888848,
1684,0.08266,0.0456,0.150767,
1685,0.082605,0.0444,0.081909,
1686,0.082531,0.0652,0.124889,
1687,0.082506,0.068,0.133665,
1688,0.082497,0.038,0.0668324,
1689,0.082471,0.0164,0.162468,
1690,0.082439,0.0384,0.13254,
1691,0.082433,0.0868,0.110262,
1692,0.082419,0.254,0.0762834,
1693,0.082379,0.1092,0.112737,
1694,0.082361,0.0616,0.113863,
1695,0.082299,0.032,0.157742,
1696,0.082253,0.0832,0.0859595,
1697,0.082245,0.0576,0.0375791,
1698,0.082098,0.066,0.0576063,
1699,0.082082,0.1768,0.13794,
1700,0.082076,0.3288,0.233126,
1701,0.082051,0.124,0.147841,
1702,0.082008,0.1456,0.114763,
1703,0.082001,0.0564,0.0868596,
1704,0.081965,0.0356,0.0987859,
1705,0.0819,0.072,0.0958606,
1706,0.081877,0.108,0.0951855,
1707,0.081874,0.0968,0.104411,
1708,0.081809,0.0744,0.0747082,
1709,0.081804,0.06,0.105312,
1710,0.081769,0.2276,0.0416296,
1711,0.081537,0.1628,0.0623319,
1712,0.0815,0.1612,0.115213,
1713,0.081491,0.1732,0.129389,
1714,0.081473,0.07,0.157967,
1715,0.081463,0.1772,0.232226,
1716,0.08139,0.282,0.163818,
1717,0.081382,0.1544,0.0868596,
1718,0.081336,0.1796,0.0774085,
1719,0.081259,0.4732,0.0704328,
1720,0.081227,0.2184,0.0870846,
1721,0.081225,0.0708,0.0978858,
1722,0.081102,0.0872,0.149641,
1723,0.080996,0.0868,0.09046,
1724,0.080955,0.0656,0.0672824,
1725,0.080829,0.0324,0.0470302,
1726,0.080767,0.0532,0.0749333,
1727,0.080759,0.1464,0.182045,
1728,0.080755,0.0492,0.139515,
1729,0.080737,0.0372,0.0774085,
1730,0.080701,0.0772,0.063457,
1731,0.080643,0.0664,0.143791,
1732,0.08061,0.1336,0.0783086,
1733,0.080484,0.0728,0.175519,
1734,0.080413,0.0572,0.152117,
1735,0.08041,0.2156,0.147166,
1736,0.080389,0.1892,0.288032,
1737,0.080367,0.1104,0.23155,
1738,0.080353,0.092,0.184295,
1739,0.080335,0.112,0.0780836,
1740,0.080323,0.0756,0.0279031,
1741,0.080244,0.0556,0.063682,
1742,0.080242,0.1456,0.0753833,
1743,0.080194,0.2368,0.234926,
1744,0.080168,0.1516,0.191496,
1745,0.080162,0.1256,0.0290282,
1746,0.080069,0.0948,0.0164268,
1747,0.080063,0.1116,0.0441049,
1748,0.079966,0.0704,0.105312,
1749,0.079891,0.0908,0.0733581,
1750,0.079886,0.0364,0.130739,
1751,0.079813,0.024,0.136815,
1752,0.079774,0.0332,0.0479303,
1753,0.079772,0.0228,0.0852844,
1754,0.079752,0.0408,0.0776335,
1755,0.079671,0.07,0.186095,
1756,0.07967,0.0088,0.207923,
1757,0.079633,0.0432,0.13209,
1758,0.079555,0.1472,0.0672824,
1759,0.079505,0.1516,0.0589565,
1760,0.079441,0.0824,0.0519807,
1761,0.07942,0.1544,0.0850594,
1762,0.079341,0.3416,0.0774085,
1763,0.079239,0.1308,0.0690826,
1764,0.079225,0.1956,0.161118,
1765,0.079202,0.0672,0.108912,
1766,0.079128,0.242,0.0690826,
1767,0.079115,0.1628,0.0618818,
1768,0.079087,0.1316,0.0643571,
1769,0.079065,0.1824,0.149191,
1770,0.079016,0.082,0.135915,
1771,0.078985,0.0308,0.0875346,
1772,0.07893,0.0504,0.0324036,
1773,0.078878,0.0616,0.0873096,
1774,0.078848,0.0744,0.0396044,
1775,0.078813,0.064,0.0927102,
1776,0.078796,0.1076,0.099911,
1777,0.078748,0.1988,0.141541,
1778,0.078709,0.1244,0.187221,
1779,0.0787,0.1984,0.195772,
1780,0.078667,0.1408,0.197122,
1781,0.078657,0.0576,0.0668324,
1782,0.078637,0.1548,0.191046,
1783,0.078592,0.1324,0.0715579,
1784,0.078581,0.2352,0.0472552,
1785,0.078563,0.3832,0.112737,
1786,0.078493,0.1568,0.162918,
1787,0.078445,0.1396,0.0463551,
1788,0.078404,0.2308,0.0807839,
1789,0.078348,0.1256,0.0652572,
1790,0.078286,0.0576,0.121738,
1791,0.078265,0.0896,0.121288,
1792,0.078245,0.0924,0.072458,
1793,0.078185,0.0692,0.0783086,
1794,0.078118,0.182,0.0715579,
1795,0.078074,0.068,0.17867,
1796,0.078018,0.0868,0.155492,
1797,0.077887,0.0424,0.0657072,
1798,0.077845,0.066,0.0564812,
1799,0.077774,0.1376,0.0717829,
1800,0.077765,0.0496,0.090685,
1801,0.077669,0.1052,0.0697577,
1802,0.07762,0.23,0.101261,
1803,0.077593,0.2392,0.0812339,
1804,0.077586,0.2368,0.146716,
1805,0.077462,0.0772,0.148966,
1806,0.077458,0.0784,0.113863,
1807,0.077451,0.0504,0.147391,
1808,0.077345,0.0908,0.159318,
1809,0.077339,0.2464,0.0479303,
1810,0.077328,0.2176,0.0339787,
1811,0.07728,0.1172,0.0202522,
1812,0.077186,0.0856,0.0353289,
1813,0.07709,0.1288,0.0533309,
1814,0.077078,0.166,0.0969857,
1815,0.077017,0.0356,0.0281281,
1816,0.07695,0.042,0.0501805,
1817,0.076923,0.0312,0.237851,
1818,0.076902,0.0244,0.278806,
1819,0.076845,0.0276,0.162018,
1820,0.076823,0.0384,0.117688,
1821,0.076665,0.0188,0.199372,
1822,0.076655,0.1076,0.117238,
1823,0.076646,0.12,0.129164,
1824,0.076637,0.1428,0.166743,
1825,0.076541,0.0856,0.251578,
1826,0.076472,0.0276,0.106437,
1827,0.076448,0.162,0.148066,
1828,0.076407,0.1664,0.139965,
1829,0.07614,0.1364,0.0929352,
1830,0.07614,0.3592,0.101936,
1831,0.076131,0.3564,0.18182,
1832,0.076084,0.2104,0.234026,
1833,0.07602,0.146,0.0742582,
1834,0.075988,0.1324,0.054681,
1835,0.075904,0.248,0.115438,
1836,0.075901,0.1524,0.106662,
1837,0.075851,0.0184,0.0627819,
1838,0.075846,0.0272,0.0603066,
1839,0.075846,0.0368,0.0776335,
1840,0.07584,0.0496,0.0760584,
1841,0.07581,0.13,0.110937,
1842,0.075699,0.116,0.0893348,
1843,0.075622,0.2392,0.0873096,
1844,0.075515,0.1212,0.101036,
1845,0.075512,0.074,0.116338,
1846,0.075498,0.0024,0.13929,
1847,0.075498,0.0864,0.0249778,
1848,0.075453,0.3452,0.018227,
1849,0.075405,0.4672,0.0240777,
1850,0.075384,0.4988,0.0765084,
1851,0.075375,0.1512,0.2257,
1852,0.075326,0.1108,0.301983,
1853,0.075237,0.1432,0.124664,
1854,0.075207,0.0844,0.143791,
1855,0.075194,0.0492,0.122413,
1856,0.075174,0.1008,0.0927102,
1857,0.075047,0.2108,0.17822,
1858,0.07504,0.1408,0.160893,
1859,0.074831,0.1596,0.0427547,
1860,0.074735,0.1756,0.0659323,
1861,0.074565,0.1024,0.121288,
