count,shrub_cov_20m,shrub_cov_30m,shrub_cov_40m,shrub_cov_50m
1527,0.002974,0.012,0.0058501,0.0182895
1528,0.003395,0.024,0.0063001,0.012529
1529,0.003317,0.006,0.00225,0.0106569
1530,0.001542,0.0156,0.0675014,0.0008641
1531,0.00508,0.0328,0.0150753,0.0069125
1532,0.002491,0.0176,0.0285756,0.0010081
1533,0.00274,0.0132,0.0202504,0.0110889
1534,0.002698,0.0088,0.0081002,0.02477
1535,0.002972,0.0092,0.0031501,0.0167053
1536,0.004268,0.0492,0.0042751,0.0312505
1537,0.005313,0.03,0.0024751,0.0299544
1538,0.003656,0.0184,0.0045001,0.0239059
1539,0.004775,0.0072,0.0083252,0.0057605
1540,0.005073,0.0276,0.000675,0.0018721
1541,0.001037,0.0028,0.0027001,0.000144
1542,0.000967,0.0048,0.002025,0.000288
1543,0.004367,0.002,0.0063001,0.0014401
1544,0.003872,0.0056,0.00045,0.0017281
1545,0.004504,0.0004,0.0211504,0.0010081
1546,0.003418,0,0.0252005,0.0031682
1547,0.000658,0.0024,0.0090002,0.0043203
1548,0.000896,0.0008,0.0405009,0.0093608
1549,0.000376,0.0008,0.0670514,0.0306744
1550,0.00053,0.0016,0.0261006,0.0063365
1551,0.001631,0.0024,0.0301506,0.0178574
1552,0.02206,0.0108,0.0504011,0
1553,0.028382,0.0008,0.0146253,0
1554,0.045138,0.0072,0.000225,0.000288
1555,0.094343,0.0096,0.002025,0.0034563
1556,0.109215,0.0004,0.001575,0.0264981
1557,0.064198,0,0.0054001,0.0241939
1558,0.026533,0.01,0.0270006,0.0357148
1559,0.01904,0.0116,0.0562512,0.0230418
1560,0.007651,0.048,0.0168754,0.0779102
1561,0.001329,0.0496,0.0216005,0.0686935
1562,0.028868,0.0464,0.0263256,0.062933
1563,0.074234,0.0288,0.0621013,0.0839587
1564,0.054245,0.0624,0.048151,0.0907272
1565,0.097989,0.0508,0.045676,0.0714297
1566,0.062392,0.0552,0.0216005,0.182031
1567,0.031431,0.0892,0,0.12457
1568,0.010449,0.0284,0.000225,0.206657
1569,0.001231,0.0516,0.0072001,0.12889
1570,0.022591,0.1844,0.000225,0.0295224
1571,0.058209,0.3412,0.0099002,0.000576
1572,0.036653,0.3252,0.0018,0.000432
1573,0.008539,0.2128,0.0031501,0.000144
1574,0.015692,0.1584,0.0299256,0.0020162
1575,0.053353,0.0736,0.048151,0.0087847
1576,0.051393,0.0732,0.0193504,0.0070566
1577,0.058407,0.0648,0.0096752,0
1578,0.007752,0.0688,0.0105752,0.0030242
1579,0.00108,0.0644,0.0204754,0.0339867
1580,0.001507,0.058,0,0.0361469
1581,0.000959,0.0376,0.00045,0.0699896
1582,0.003905,0.0484,0.0036001,0.0154092
1583,0.000481,0.0152,0.0200254,0.0074886
1584,0.003912,0.0264,0.0348757,0.0276502
1585,0.07729,0.0288,0.0254255,0.0230418
1586,0.111115,0.0128,0.049051,0.0010081
1587,0.048018,0.0348,0.0330757,0.0017281
1588,0.081442,0.0136,0.0348757,0.0017281
1589,0.067132,0.0216,0.0258755,0.000288
1590,0.089244,0.01,0.0218255,0.0048964
1591,0.058532,0.0048,0.0231755,0.0038883
1592,0.037096,0.0036,0.0267756,0.0023042
1593,0.032195,0,0.0445509,0.0200176
1594,0.032563,0.0028,0.0423009,0.0262101
1595,0.065916,0.0604,0.0292506,0.0283703
1596,0.058937,0.0044,0.0198004,0.0446436
1597,0.014933,0.0092,0.0126003,0.0277942
1598,0.011336,0.0152,0.0263256,0.0492519
1599,0.000163,0.0412,0.0312757,0.0154092
1600,0.000586,0.01,0.0834768,0.0341307
1601,0,0.0116,0.117677,0.0527082
1602,0.00041,0.036,0.107102,0.0365789
1603,0.003293,0.0364,0.118803,0.0213137
1604,0.008297,0.034,0.0306007,0.0146892
1605,0.048544,0.046,0.0652514,0.0060485
1606,0.039774,0.0024,0.0531011,0.0023042
1607,0.045614,0.0208,0.0621013,0.0030242
1608,0.036134,0.0444,0.198679,0.0070566
1609,0.00423,0.0356,0.0902269,0
1610,0.001814,0.0468,0.0855018,0.0051844
1611,0.007306,0,0.170104,0.0136811
1612,0,0.0024,0.204079,0.0305304
1613,0.006818,0.0008,0.108677,0.0051844
1614,0.024476,0.0024,0.0596263,0.0391711
1615,0.00898,0.0252,0.0603013,0.0266421
1616,0.005406,0.0188,0.0807767,0.0047524
1617,0.004795,0.0056,0.0153003,0.0060485
1618,0.001459,0.0112,0.0119253,0.0011521
1619,0.000996,0.0108,0.0335257,0.000144
1620,0.00139,0.0212,0.0024751,0.0007201
1621,0.002698,0.0396,0.0067501,0.0037443
1622,0.004441,0.034,0.0099002,0.0041763
1623,0.005258,0.0012,0.0236255,0.0063365
1624,0.00494,0,0.0112502,0.0303864
1625,0.002827,0.0048,0.0040501,0.0115209
1626,0.000448,0.0268,0.0614263,0.0145452
1627,0.000025,0.0012,0.0267756,0.025634
1628,0.000231,0.002,0.0294756,0.0262101
1629,0.00156,0,0.0047251,0.0612049
1630,0.001863,0.0008,0.00225,0.0361469
1631,0.00056,0,0.0119253,0.0203056
1632,0.000028,0.0068,0.0067501,0.0051844
1633,0.00005,0,0.0049501,0.0008641
1634,0.000021,0.0144,0.00135,0.0266421
1635,0.000029,0.0168,0.0033751,0.0208817
1636,0.00002,0.0164,0.0033751,0.0368669
1637,0.002283,0.0044,0.0218255,0.0976398
1638,0.032752,0.0096,0.0092252,0.0769021
1639,0.076729,0.008,0.0166504,0.0577486
1640,0.040019,0,0.0096752,0.19528
1641,0.012304,0.0356,0.0513011,0.183039
1642,0.022076,0.0436,0.0180004,0.149052
1643,0.029369,0.0356,0,0.0741659
1644,0.021476,0.0184,0.0544512,0.0411873
1645,0.005328,0.0016,0.0400508,0.0843907
1646,0.000644,0.0008,0.0166504,0.0455076
1647,0.048983,0.0028,0.0065251,0.0033123
1648,0.078964,0.0032,0.0432009,0.0033123
1649,0.057308,0.0024,0.0297006,0.0073446
1650,0.041218,0,0.0085502,0.0011521
1651,0.04579,0,0.000225,0.0053284
1652,0.028044,0.0008,0.000225,0.0015841
1653,0.03909,0.002,0.0135003,0.0024482
1654,0.065262,0.0044,0.0166504,0.0017281
1655,0.04762,0.0036,0.0857268,0.012673
1656,0.031687,0.0012,0.0238505,0.0051844
1657,0.016528,0.006,0.0632263,0.038163
1658,0.049916,0.004,0.0576012,0.074598
1659,0.12262,0.0072,0.0362258,0.0319706
1660,0.07126,0.0052,0.0108002,0.0275062
1661,0.117372,0.0088,0.0225005,0.0080646
1662,0.086912,0.0116,0.0076502,0.0073446
1663,0.087835,0.002,0.0099002,0.0187215
1664,0.085195,0,0.0092252,0.0017281
1665,0.064276,0.0136,0.0031501,0.0011521
1666,0.098586,0.0428,0.0213755,0.0015841
1667,0.025283,0.0452,0.0085502,0.0023042
1668,0.021709,0,0.0085502,0.0037443
1669,0.079938,0.0404,0.00045,0.0014401
1670,0.046812,0.0456,0.0229505,0.0192975
1671,0.061307,0.044,0.0546762,0.0452196
1672,0.028091,0.0896,0.0261006,0.0673974
1673,0.037183,0.0524,0.0031501,0.0564525
1674,0.038284,0.0108,0.0218255,0.037875
1675,0.06961,0.0308,0.0126003,0.0200176
1676,0.047842,0.0336,0.0200254,0.0515561
1677,0.025171,0.0196,0.0099002,0.05026
1678,0.055733,0.0336,0.000225,0.0155532
1679,0.053622,0.1272,0.0027001,0.0400352
1680,0.040907,0.3812,0.0087752,0.0328346
1681,0.03932,0.36,0.047251,0.0133931
1682,0.060294,0.1132,0.0407259,0.0194416
1683,0.085587,0.0956,0.0758266,0.0067685
1684,0.064821,0.072,0.047026,0.0010081
1685,0.03971,0.1028,0.046126,0.0012961
1686,0.088536,0.0868,0.0533261,0.000288
1687,0.035776,0.1384,0.0220505,0.000288
1688,0.039146,0.1176,0.0189004,0.0148332
1689,0.04598,0.1068,0.0168754,0.0011521
1690,0.017714,0.0648,0.0245255,0.0086407
1691,0.032677,0.0444,0.0571512,0.025058
1692,0.022602,0.0272,0.0535511,0.0321146
1693,0.019175,0.026,0.0315007,0.0156973
1694,0.016794,0.0476,0.0360008,0.0010081
1695,0.025237,0.0276,0.0380258,0.0043203
1696,0.00896,0.0204,0.0544512,0.0038883
1697,0.014136,0.0104,0.108902,0.0011521
1698,0.008236,0.0124,0.107327,0.000432
1699,0.001386,0.0068,0.200029,0.0007201
1700,0.000534,0.0232,0.093152,0.000288
1701,0.022722,0.0324,0.195079,0.0044644
1702,0.002173,0.0048,0.127578,0.0197296
1703,0.004185,0,0.122178,0.0364349
1704,0.006916,0.0004,0.0677264,0.0109449
1705,0.005613,0.0196,0.0346507,0.0347068
1706,0.002608,0.0392,0.0405009,0.0574606
1707,0.003377,0.0124,0.140853,0.0319706
1708,0.004012,0.026,0.253805,0.0345628
1709,0.00441,0.0156,0.134103,0.0358589
1710,0.004575,0.0108,0.0702015,0.0316825
1711,0.004058,0.0036,0.0663764,0.037443
1712,0.00524,0.0424,0.0861768,0.0260661
1713,0.004299,0.0244,0.0616513,0.0560205
1714,0.002131,0.0296,0.0209254,0.112905
1715,0.001711,0.0432,0.0254255,0.0910153
1716,0.001776,0.0436,0.0096752,0.0645171
1717,0.000865,0.022,0.0159753,0.0432034
1718,0.000018,0.0348,0.0220505,0.0288023
1719,0,0.0612,0.0139503,0.120682
1720,0,0.0372,0.0603013,0.231859
1721,0,0.004,0.104627,0.315961
1722,0.011628,0,0.0540011,0.0822306
1723,0.008367,0.0008,0.0072001,0.0633651
1724,0.057897,0.0124,0.00225,0.0416193
1725,0.045128,0.0004,0.0031501,0.0054724
1726,0.008306,0.0008,0.0074252,0.0096488
1727,0.01319,0.0044,0.0085502,0.0521322
1728,0.016022,0.0016,0.0038251,0.0038883
1729,0.033553,0.0012,0.0027001,0.0012961
1730,0.015112,0.0032,0.0065251,0.0082087
1731,0.025483,0.0368,0.0009,0.012385
1732,0.012496,0.0224,0.00045,0.0069125
1733,0.032974,0.0256,0.0182254,0.0056165
1734,0.028374,0.0488,0.0436509,0.0025922
1735,0.0574,0.0104,0.0688515,0.0100808
1736,0.031991,0.0272,0.0438759,0.0717177
1737,0.029823,0.0032,0.0092252,0.0329786
1738,0.044856,0.0004,0.0110252,0.0216017
1739,0.018763,0.0072,0.0636763,0.011953
1740,0.043474,0.0008,0.0740266,0.012961
1741,0.032377,0,0.0279006,0.0060485
1742,0.00837,0.0008,0.0139503,0.0276502
1743,0.020248,0,0.0270006,0.0115209
1744,0.015446,0.0036,0.0252005,0.0024482
1745,0.046914,0.0508,0.0427509,0.0010081
1746,0.06148,0.0144,0.0168754,0.0063365
1747,0.035221,0,0.0036001,0.012385
1748,0.048956,0.0036,0.0040501,0.0161293
1749,0.028058,0,0.0119253,0.0332667
1750,0.026239,0.0024,0.0978771,0.0760381
1751,0.036178,0.042,0.0823518,0.0525642
1752,0.095357,0.0424,0.115877,0.0476678
1753,0.065325,0.026,0.0695265,0.0201616
1754,0.063936,0.044,0.0438759,0.0264981
1755,0.090458,0.0012,0.046576,0.0190095
1756,0.095394,0.0016,0.0121503,0.0060485
1757,0.027326,0.0008,0,0.0207377
1758,0.059982,0.0008,0.001125,0.0076326
1759,0.028086,0.0012,0.0139503,0.0066245
1760,0.065613,0,0.0249755,0.0060485
1761,0.032151,0.002,0.0162003,0.0040323
1762,0.035633,0.0032,0.0036001,0.0082087
1763,0.032154,0.0012,0,0.000432
1764,0.041752,0.0004,0.0153003,0.000576
1765,0.070807,0.0004,0.0045001,0.0011521
1766,0.091941,0.0012,0.0630013,0.0112329
1767,0.032087,0.0012,0.0074252,0.0095048
1768,0.006341,0.004,0.0067501,0.0198736
1769,0.055253,0.0016,0.0099002,0.0177134
1770,0.037096,0.0044,0.0139503,0.0243379
1771,0.06074,0.008,0.0139503,0.0385951
1772,0.034462,0.0044,0.0123753,0.0175694
1773,0.029803,0.0008,0,0.0010081
1774,0.035964,0,0.000225,0
1775,0.057834,0.0096,0.0245255,0.0007201
1776,0.068038,0.0264,0.0371258,0.0031682
1777,0.040095,0.0096,0.0364508,0.0008641
1778,0.050373,0.0196,0.046801,0.0020162
1779,0.074971,0,0.0328507,0.0059045
1780,0.080343,0.0736,0.0522011,0.0443555
1781,0.08009,0.0696,0.0378008,0.0897192
1782,0.096045,0.1032,0.0220505,0.0822306
1783,0.075287,0.0764,0.0254255,0.0817985
1784,0.022116,0.0296,0.0328507,0.0648052
1785,0.006016,0.0128,0.0218255,0.0316825
1786,0.018925,0.0088,0.0222755,0.0148332
1787,0.030697,0.0088,0.047476,0
1788,0.103535,0.0188,0.0612013,0.012529
1789,0.03273,0.022,0.0522011,0.012673
1790,0.000707,0.0216,0.0402759,0.0231859
1791,0.005725,0.0296,0.0420759,0.07575
1792,0.005513,0.1676,0.111152,0.0701336
1793,0.001977,0.0928,0.0569262,0.02549
1794,0.007009,0.0388,0.0569262,0.0315385
1795,0.012074,0.0712,0.129603,0.0326906
1796,0.009255,0.1428,0.155028,0.0636531
1797,0.006459,0.1352,0.0600763,0.0607729
1798,0.002423,0.092,0.120603,0.0391711
1799,0.000619,0.1056,0.0985521,0.0200176
1800,0.000972,0.0816,0.0402759,0.0345628
1801,0.001919,0.068,0.0038251,0.0488199
1802,0.001888,0.0856,0.0198004,0.062933
1803,0.000926,0.0372,0.135678,0.063077
1804,0.000513,0.0324,0.153453,0.0110889
1805,0.000928,0.0472,0.100352,0.0015841
1806,0.000894,0.018,0.0713265,0.118233
1807,0.000389,0.0368,0.0578262,0.0669653
1808,0.001454,0.012,0.0675014,0.0221778
1809,0.001114,0.0268,0.0191254,0.0210257
1810,0,0.018,0,0.0668213
1811,0.000431,0.0596,0.0130503,0.0074886
1812,0.032009,0.0292,0.0308257,0.0082087
1813,0.023187,0.0084,0.0846018,0.024482
1814,0.001944,0.0132,0.0783017,0.0525642
1815,0.013822,0.0152,0.132078,0.0591887
1816,0.027036,0.0052,0.129603,0.0231859
1817,0.020406,0,0.0832518,0.049972
1818,0.025635,0.0084,0.0191254,0.0424834
1819,0.039203,0.05,0.0099002,0.0086407
1820,0.04827,0.0336,0.0056251,0.0044644
1821,0.015641,0.0064,0.0031501,0.0288023
1822,0.039462,0.0168,0.0047251,0.0067685
1823,0.051133,0.0264,0.0042751,0.0100808
1824,0.046671,0.0044,0.0045001,0.0220338
1825,0.032926,0.0236,0.001125,0.037875
1826,0.033206,0.018,0.0018,0.0550124
1827,0.019694,0.0276,0.00045,0.075318
1828,0.058458,0.0448,0.000225,0.0221778
1829,0.050595,0.0276,0.0051751,0.0141131
1830,0.010964,0.0008,0.0236255,0.025202
1831,0.011377,0.0244,0.0378008,0.0174254
1832,0.015924,0.0764,0.0114752,0.0082087
1833,0.059702,0.0612,0.0299256,0.0152652
1834,0.077944,0.0168,0.0186754,0.0092167
1835,0.036651,0.0316,0.0423009,0.0061925
1836,0.005246,0.1056,0.0564762,0.0067685
1837,0.071722,0.0448,0.0333007,0.0060485
1838,0.030018,0.0316,0.0380258,0.0108009
1839,0.035923,0.0488,0.0364508,0.0014401
1840,0.028436,0.0304,0.0184504,0.0007201
1841,0.006172,0.028,0.0857268,0.0007201
1842,0.020224,0.0316,0.0623263,0.0063365
1843,0.021422,0.0424,0.0540011,0.0046084
1844,0.033525,0.0744,0.095177,0.000288
1845,0.056335,0.0348,0.0558012,0.0154092
1846,0.003966,0.0492,0.0641264,0.0136811
1847,0.007902,0.0696,0.046126,0.0293783
1848,0.042914,0.0272,0.0443259,0.0223218
1849,0.050665,0.0132,0.0400508,0.0384511
1850,0.018045,0.0084,0.0405009,0.0203056
1851,0.047744,0.0032,0.0632263,0
1852,0.015064,0,0.0380258,0.000432
1853,0.038805,0.0004,0.0650264,0.0048964
1854,0.046751,0.0008,0.0513011,0.0010081
1855,0.018635,0,0.0517511,0.0020162
1856,0.009377,0,0.0524261,0.0007201
1857,0.001611,0.016,0.0598513,0.0109449
1858,0.028734,0.0148,0.047476,0.0293783
1859,0.040135,0.0328,0.0740266,0.0437795
1860,0.038227,0.0052,0.0155253,0.0296664
1861,0.008089,0,0.0078752,0.037875
1862,0.020505,0.0108,0.0733516,0.0300984
1863,0.057983,0.0072,0.0051751,0.0027362
1864,0.027016,0.0592,0.0065251,0.000432
1865,0.018748,0.0412,0.000225,0.0082087
1866,0.080336,0.0172,0.0146253,0.012529
1867,0.06044,0.0044,0,0.024914
1868,0.023929,0.0016,0.0119253,0.0517001
1869,0.012623,0.0024,0,0.0476678
1870,0.053994,0.002,0.001125,0.0224658
1871,0.087177,0,0,0.0302424
1872,0.114603,0.0084,0.0247505,0.0426274
1873,0.007337,0,0.0222755,0.050692
1874,0.014632,0.0004,0.0364508,0.107577
1875,0.074439,0.0044,0.0416259,0.0793503
1876,0.14146,0,0.0384758,0.0799264
1877,0.055801,0.0008,0.0281256,0.0678294
1878,0.001092,0.0216,0.0391508,0.05026
1879,0.00048,0.0016,0.0279006,0.0299544
1880,0.001487,0.0004,0.0272256,0.0799264
1881,0.000623,0.0012,0.0310507,0.0794943
1882,0.004458,0.002,0.047026,0.107865
1883,0.00777,0.0012,0.0218255,0.0472358
1884,0.001191,0.008,0.0418509,0.0578926
1885,0.002905,0.0004,0.0652514,0.0829506
1886,0.005337,0.0104,0.0389258,0.0658133
1887,0.003685,0.0148,0.0387008,0.0408993
1888,0.003456,0.0164,0.103727,0.0535723
1889,0.00152,0.0356,0.105077,0.0267861
1890,0.001736,0.0304,0.0375758,0.0044644
1891,0.001813,0.0192,0.0321757,0.037443
1892,0.001734,0.0212,0.105077,0.049828
1893,0.001811,0.1052,0.108902,0.0773342
1894,0.000482,0.0952,0.044776,0.037875
1895,0.000022,0.0676,0.177754,0.0198736
1896,0.000012,0.0868,0.0211504,0.0403232
1897,0.000023,0.022,0.0076502,0.0056165
1898,0.000495,0.0156,0,0.0105128
1899,0.000403,0,0.0245255,0.0167053
1900,0.000528,0.0476,0.045901,0.0073446
1901,0.000903,0.0152,0.0569262,0.0110889
1902,0.016605,0.0176,0.0906769,0.0642291
1903,0.011439,0.0224,0.194179,0.0956236
1904,0.000831,0.026,0.0785267,0.0593327
1905,0.002153,0.0092,0.0607513,0.0243379
1906,0.003173,0.0164,0.0184504,0.0300984
1907,0.016539,0.0132,0,0.0449316
1908,0.009158,0.0284,0.0301506,0.0110889
1909,0.000519,0.0656,0.048376,0.0135371
1910,0.00064,0.1288,0.0324007,0.0112329
1911,0.028597,0.1252,0.116102,0.0093608
1912,0.022053,0.1632,0.0828018,0.0162733
1913,0.014175,0.114,0.0166504,0.0024482
1914,0.062471,0.088,0.0074252,0.0050404
1915,0.057686,0.0888,0.0029251,0.0041763
1916,0.075244,0.0892,0.0049501,0.0074886
1917,0.04016,0.1164,0.0024751,0.0067685
1918,0.054047,0.0356,0.0076502,0.0011521
1919,0.060971,0.036,0.0058501,0
1920,0.015621,0.0592,0.0009,0.0050404
1921,0.002636,0.0176,0.0018,0.0030242
1922,0.030733,0.0276,0.00045,0.0054724
1923,0.052593,0.0232,0.000225,0.0213137
1924,0.083682,0.0252,0.000675,0.0311065
1925,0.107887,0.0364,0.00135,0.0239059
1926,0.071094,0.0248,0.0074252,0.0466597
1927,0.04809,0.0036,0.0146253,0.0551564
1928,0.03214,0.0136,0.0171004,0.0479558
1929,0.050934,0.0148,0.0114752,0.0653812
1930,0.037342,0.012,0.0254255,0.012817
1931,0.054844,0.0668,0.0150753,0.0034563
1932,0.021986,0.038,0.0690765,0.0007201
1933,0.027608,0.0228,0.0497261,0.0072006
1934,0.006399,0.0008,0.044776,0.0116649
1935,0.010385,0.008,0.0254255,0.024482
1936,0.010469,0.0452,0.0364508,0.0489639
1937,0.049367,0.01,0.0785267,0.0558765
1938,0.011974,0.0168,0.045451,0.038163
1939,0.068976,0.0092,0.0420759,0.0313945
1940,0.052518,0.028,0.0411759,0.0295224
1941,0.026394,0.0068,0.0153003,0.0141131
1942,0.074816,0.0052,0.0213755,0.0051844
1943,0.034636,0.0028,0.0328507,0.0283703
1944,0.032555,0.0176,0.0380258,0.0517001
1945,0.005307,0.0028,0.0427509,0.0829506
1946,0.00295,0.0012,0.0445509,0.0417633
1947,0.003773,0.0012,0.0195754,0.0240499
1948,0.000335,0.042,0.0051751,0.0133931
1949,0.00261,0.096,0.0078752,0.0275062
1950,0.002335,0.0856,0.0204754,0.0701336
1951,0.001086,0.0132,0.0213755,0.199456
1952,0.004444,0.0392,0.0285756,0.146892
1953,0.035071,0,0.0171004,0.250724
1954,0.060659,0.0012,0.0207004,0.193407
1955,0.004733,0.0008,0.0058501,0.0545804
1956,0.026518,0.0012,0.0441009,0.0159853
1957,0.010238,0.0136,0.048376,0.0233299
1958,0.002067,0.0108,0.0733516,0.037587
1959,0.001536,0.0008,0.0168754,0.0316825
1960,0.000555,0.0128,0.0065251,0.087271
1961,0.000254,0.0312,0.000675,0.0839587
1962,0.001338,0.0316,0.0018,0.0479558
1963,0.004429,0.0084,0.0049501,0.0427714
1964,0.027493,0.0008,0.000225,0.0548684
1965,0.079108,0,0.000225,0.0807904
1966,0.086444,0.0208,0.000225,0.037011
1967,0.058458,0.0064,0.000225,0.0167053
1968,0.028664,0.0128,0.00045,0.000144
1969,0.001363,0.0136,0.0643514,0.0037443
1970,0.000468,0.02,0.045226,0.0521322
1971,0.001517,0.0264,0.0666014,0.0532843
1972,0.000655,0.0084,0.0533261,0.0587567
1973,0,0.0032,0.0625513,0.0489639
1974,0.000021,0.0212,0.0333007,0.0338427
1975,0.002047,0.0084,0.0416259,0.0331226
1976,0.001345,0.0068,0.0355508,0.013105
1977,0.001078,0.0032,0.0312757,0.0092167
1978,0.000406,0.0804,0.0366758,0.0079206
1979,0.002073,0.0932,0.049051,0.0668213
1980,0.002447,0.0364,0.0267756,0.0534283
1981,0.004036,0.014,0.0398258,0.0835267
1982,0.006379,0.0044,0.0623263,0.0535723
1983,0.002817,0.0028,0.104177,0.0348508
1984,0.001325,0.006,0.150753,0.0400352
1985,0.000945,0.0028,0.0967521,0.0545804
1986,0.00046,0.0112,0.0567012,0.0155532
1987,0.001331,0.0008,0.0427509,0.0086407
1988,0.000865,0.0012,0.0164253,0.012241
1989,0.000459,0.0004,0.0366758,0.0037443
1990,0.000883,0.0008,0.0290256,0.0030242
1991,0.001844,0.0004,0.0328507,0.0089287
1992,0.001683,0.0036,0.0211504,0.0109449
1993,0.003365,0.0004,0.00045,0.0047524
1994,0.002288,0.018,0.00045,0.0046084
1995,0.000771,0.0028,0.0112502,0.0027362
1996,0.001061,0.002,0.0213755,0.0051844
1997,0.000883,0.0004,0.0074252,0.0017281
1998,0.000368,0.0056,0.0335257,0.000288
1999,0.032403,0.0004,0.0740266,0.000432
2000,0.052895,0.0044,0.108677,0.0010081
2001,0.021959,0.0356,0.0618763,0.0074886
2002,0.007865,0.0504,0.0229505,0.0105128
2003,0.024896,0.03,0,0.0214577
2004,0.011747,0.0244,0.0425259,0.0312505
2005,0.009633,0.0412,0.0393758,0.0737339
2006,0.015289,0.0484,0.0659264,0.0331226
2007,0.09741,0.0144,0.0627763,0.0218897
2008,0.042268,0.0372,0.092927,0.0283703
2009,0.007725,0.0196,0.0303756,0.0555884
2010,0.079432,0.138,0.0276756,0.0434915
2011,0.046243,0.0884,0.0038251,0.037443
2012,0.00706,0.0768,0.00135,0.0270742
2013,0.017723,0.018,0.0029251,0.0168493
2014,0.026385,0.0236,0.0038251,0.0257781
2015,0.061703,0.0204,0.0031501,0.0109449
2016,0.106437,0.0016,0.0024751,0.0046084
2017,0.054389,0.0416,0.0029251,0.012817
2018,0.030285,0.0624,0.000675,0.0349948
2019,0.029013,0.0288,0.00045,0.0214577
2020,0.034869,0.028,0.001125,0.0351388
2021,0.040278,0.0356,0.00135,0.0434915
2022,0.009728,0.0248,0.0153003,0.0589007
2023,0.020873,0.0152,0.0040501,0.0639411
2024,0.003739,0.0144,0.0067501,0.0351388
2025,0.042463,0.0552,0.0229505,0.0154092
2026,0.044155,0.0828,0.0155253,0.0332667
2027,0.004245,0.0808,0.0135003,0.0181454
2028,0.017907,0.1204,0.0301506,0.0645171
2029,0.048944,0.1512,0.0830268,0.0241939
2030,0.004111,0.216,0.0618763,0.050692
2031,0.031867,0.1392,0.0387008,0.114921
2032,0.048943,0.1148,0.0328507,0.0865509
2033,0.034027,0.0792,0.0801017,0.0930314
2034,0.030474,0.1292,0.0308257,0.050548
2035,0.028565,0.1196,0.048151,0.0099368
2036,0.00066,0.104,0.045676,0.012241
2037,0.000501,0.0652,0.0204754,0.0216017
2038,0.000241,0.026,0.0317257,0.0358589
2039,0.011482,0.0912,0.0202504,0.0682615
2040,0.010272,0.0296,0.0240755,0.0895751
2041,0.000002,0.0576,0.0339757,0.088279
2042,0.00004,0.0604,0.0299256,0.07503
2043,0.000025,0.0152,0.0126003,0.0542923
2044,0.000001,0.0092,0.0108002,0.0931754
2045,0.000054,0.0004,0.0056251,0.0684055
2046,0.000543,0.0208,0.0049501,0.0041763
2047,0.000936,0.0496,0.0047251,0.0162733
2048,0.000051,0.0664,0.0389258,0.0383071
2049,0.000403,0.0472,0.0198004,0.0733019
2050,0.004124,0.0364,0.0308257,0.0345628
2051,0.029133,0.0868,0.0128253,0.0257781
2052,0.024573,0.0936,0.0162003,0.037443
2053,0.003236,0.0652,0.000225,0.0276502
2054,0.01599,0.0888,0.0029251,0.0072006
2055,0,0.0116,0.001125,0.0151212
2056,0.001252,0.002,0.0009,0.0135371
2057,0.006379,0.0264,0.0031501,0.0806464
2058,0.005376,0.0256,0.0009,0.0963437
2059,0.00134,0.02,0,0.0319706
2060,0.00109,0.0052,0.0040501,0.0318265
2061,0.001053,0.0244,0,0.0453636
2062,0.000227,0.0104,0,0.0813665
2063,0.00656,0.0136,0.00045,0.0181454
2064,0.01768,0.0008,0.0119253,0.0054724
2065,0.004665,0.0008,0.0405009,0.0082087
2066,0.000883,0,0.0355508,0.0096488
2067,0.000611,0.0016,0.0103502,0.0038883
2068,0.000004,0.0044,0.0074252,0.0201616
2069,0.003219,0.002,0.0290256,0.0034563
2070,0.000577,0.0324,0.047476,0.0012961
2071,0.001024,0.1444,0.0364508,0.0024482
2072,0.001988,0.0464,0.0369008,0.0014401
2073,0.004455,0.0232,0.0265506,0.0010081
2074,0.008353,0.0212,0.0234005,0.0046084
2075,0.005132,0.0004,0.0209254,0.0028802
2076,0.002431,0.0308,0.0315007,0.0097928
2077,0.003263,0.0084,0.0438759,0.0105128
2078,0.005073,0.0172,0.0265506,0.0087847
2079,0.003172,0.0112,0.094952,0.0056165
2080,0.001845,0.0128,0.124428,0.0051844
2081,0.001324,0.0036,0.103502,0.0204496
2082,0.000912,0.004,0.126003,0.0763261
2083,0.000007,0.0004,0.177079,0.0432034
2084,0.000459,0,0.191254,0.000144
2085,0.001358,0.0004,0.123528,0.0087847
2086,0.000842,0,0.0801017,0.0180014
2087,0.000491,0.0008,0.046801,0.012673
2088,0.0009,0.0008,0.0292506,0.012817
2089,0.000909,0.0172,0.0038251,0.0171374
2090,0.032459,0.0084,0.0033751,0.0184335
2091,0.026666,0.0288,0.0141753,0.02477
2092,0.002194,0.0184,0.0033751,0.000432
2093,0.000005,0,0.0081002,0.0023042
2094,0.015807,0.0168,0.0252005,0.000432
2095,0.010519,0.0348,0.0292506,0.012817
2096,0.001726,0.0228,0.0391508,0.0168493
2097,0.005328,0.0136,0.0191254,0.037875
2098,0.028673,0.0796,0.0416259,0.0384511
2099,0.027281,0.0816,0.0186754,0.0357148
2100,0.006793,0.0276,0.0319507,0.0097928
2101,0.035315,0.0052,0.0445509,0.0092167
2102,0.037613,0.012,0.0546762,0.0167053
2103,0.079293,0.014,0.164028,0.024914
2104,0.080158,0.0064,0.0303756,0.0312505
2105,0.094818,0.0036,0.0121503,0.0446436
